,Opportunity_cost,Y,C_bool
0,0.0,-3666.666666666667,0
1,0.0,-1833.3333333333326,0
2,0.0,11661.531721108531,1
3,0.0,-1666.666666666667,0
4,0.0,5666.8885929091175,0
5,0.0,-4500.0000000000055,0
6,0.0,-333.9032069788409,0
7,0.0,3005.5610922682845,0
8,0.0,7833.185627334522,0
9,0.0,1336.2775466456096,0
10,0.0,10339.734256710706,0
11,0.0,-2333.333333333333,0
12,0.0,-1000.0,0
13,0.0,-4166.666666666667,0
14,0.0,-6333.333333333334,0
15,0.0,-333.33333333333326,0
16,0.0,-3000.0,0
17,0.0,119.6698367906456,0
18,11666.679468432416,11662.97127503575,1
19,11282.095905611573,10559.07720823935,0
20,11794.415012080628,11801.965171999147,1
21,11871.18752475033,11874.892663174836,1
22,12075.524752670772,12077.722607814918,1
23,12733.674024533046,12741.202146799815,1
24,12592.281405269963,12590.806345095009,1
25,12777.128027990268,12781.108656481685,1
26,13008.750739579189,13007.029767841954,1
27,13270.56458781356,13268.692048011564,1
28,13550.363363916078,13551.958161582468,1
29,13714.577182942096,13846.900395599725,1
30,13988.757835969758,13989.068397944327,1
31,13986.447893983639,13983.940668950403,1
32,13990.817094490945,13993.713313298564,1
33,13990.38583022511,13992.824864476592,1
34,13990.00119246083,13991.417598270275,1
35,13990.046308052126,13995.329988977393,1
36,13990.470871814528,13990.269327820439,1
37,13989.979228596038,13988.099487707725,1
38,13990.0478464557,13996.668983018855,1
39,13990.136883024179,13988.871516508802,1
40,13989.862780539554,13989.67877419188,1
41,13990.414991397989,13992.112996678046,1
42,13989.819678395033,13996.124976338191,1
43,13990.054887983522,13987.557523354813,1
44,13990.363529913286,13993.707277208336,1
45,13990.15877820819,13988.428622586092,1
46,13990.000293469893,13992.516547776946,1
47,13990.125815772912,13989.730760910306,1
48,13990.101883536821,13994.501360345954,1
49,13990.065049624061,13988.218910021431,1
50,13990.141947579128,13994.53998111158,1
51,13990.06724434303,13991.999837197502,1
52,13989.870113284236,13990.309836769313,1
53,13989.937122268902,13994.279172998142,1
54,13989.865994938273,13992.838515056323,1
55,13990.158841229088,13988.57050419259,1
56,13989.963846227873,13989.148011714597,1
57,13989.930240510228,13993.678859883481,1
58,13990.055442696914,13989.022114216019,1
59,13990.065339841944,13988.291397846022,1
60,13990.137204335051,13992.144803442847,1
61,13990.024173971953,13986.44348927225,1
62,13989.966341982037,13991.915715951367,1
63,13990.253245823244,13996.071704485037,1
64,13990.154079210293,13993.31639133055,1
65,13990.001395318217,13994.11695585111,1
66,13989.957764242425,13989.145165736441,1
67,13989.852547910159,13990.235875024659,1
68,13989.908866617054,13989.214430535492,1
69,13990.128428385586,13974.682836633256,1
70,13990.265529124415,13986.755312469815,1
71,13990.26827235176,13985.78173450787,1
72,13990.241872858644,13983.68171962072,1
73,13990.474212862491,13992.059672826359,1
74,13990.091673410448,13992.653265920875,1
75,13990.351703921759,13991.023458509271,1
76,13990.48569107058,13986.749733446897,1
77,13990.334005353903,13996.894386351598,1
