,Opportunity_cost,Y,C_bool
0,0.0,-1000.0,0
1,0.0,-333.33333333333326,0
2,0.0,5996.047693488021,0
3,0.0,6997.536396700101,0
4,0.0,-9166.666666666664,0
5,0.0,1336.4451294218434,0
6,0.0,-1497.0464063387535,0
7,0.0,-333.3333333333321,0
8,0.0,998.9628512414492,0
9,0.0,1663.4786506022538,0
10,0.0,7669.607981891739,0
11,0.0,-3839.5474250164434,0
12,0.0,333.33333333333394,0
13,0.0,999.9999999999973,0
14,0.0,-1666.666666666667,0
15,0.0,-330.93443908828885,0
16,0.0,-4500.0,0
17,0.0,12338.679862416173,0
18,0.0,-2089.5343459333026,0
19,0.0,-3723.339199299402,0
20,0.0,2498.3558092803914,0
21,0.0,10738.093774439049,0
22,0.0,9256.05664258133,0
23,0.0,12028.006219509936,1
24,12021.227448387288,12019.84514827528,1
25,12087.231669731498,12143.669774588312,1
26,12122.615396207748,11619.29642297757,1
27,12383.188843255357,12389.632990135038,1
28,12653.701555678737,12547.332253912877,1
29,12628.841832609538,12626.472052156036,1
30,12623.626012762534,11480.271765737143,1
31,11923.468473613873,11505.433111095308,1
32,12143.67371431295,12110.359911707614,1
33,12178.140696952885,12181.27199391544,1
34,12564.606101024963,12568.429478679318,1
35,12584.852443240175,12589.726293070633,1
36,12574.77879222903,12567.558948837257,1
37,12568.366459953884,12569.726863827917,1
38,12571.701330593132,12572.265240220824,1
39,12569.85306144607,12576.420496255727,1
40,12570.071393068034,12568.89122747991,1
41,12570.160061197099,12574.517811395184,1
42,12569.955842723644,12566.03161944691,1
43,12569.654493214362,12578.648509852294,1
44,12569.626239906976,12565.62368155582,1
45,12569.755267107661,12568.434268498806,1
46,12569.29010164936,12571.251892241049,1
47,12569.276979613553,12563.500448027771,1
48,12569.265714941761,12567.576232443802,1
49,12569.286169280895,12568.222144609857,1
50,12569.152743143732,12564.555159732718,1
51,12568.981077815335,12569.891876217665,1
52,12568.956103059709,12571.18898861677,1
53,12568.98187383711,12566.605902636686,1
54,12568.927362377823,12564.331190909703,1
55,12569.17117578243,12568.11387190795,1
56,12568.99025865454,12569.514988977562,1
57,12568.999958521097,12561.47881879281,1
58,12568.90813770561,12564.397649621193,1
59,12569.059474711088,12577.141304646275,1
60,12569.156286456375,12572.396170849443,1
61,12568.952845674916,12572.277527636503,1
62,12568.867817009499,12568.449539944413,1
63,12568.824842862088,12568.195750424919,1
64,12568.88177112882,12557.544711328268,1
65,12568.77225220215,12574.35654286878,1
66,12569.060228064704,12571.93401342609,1
67,12568.956781649369,12561.506707603767,1
68,12569.085743372078,12570.453454638799,1
69,12568.982134001737,12569.129030007134,1
70,12568.98097426957,12569.71039844838,1
71,12569.001032962471,12567.194545443832,1
72,12568.981853119498,12575.19757338674,1
73,12569.025051945257,12559.843153165875,1
74,12568.932617047196,12557.794153527004,1
75,12569.125224824742,12572.238663872718,1
76,12569.13298819872,12572.552557749055,1
77,12569.046790438782,12571.346383701533,1
