,X1,X2,Opportunity_cost,Y,C_bool
0,4.25,3.75,0.0,28.50838948601615,1
1,0.7500000000000001,0.25,0.0,32.7113926404651,1
2,3.250000000000001,1.7500000000000002,0.0,37.608156717332,1
3,4.75,3.250000000000001,0.0,21.08231540220846,1
4,3.75,0.7500000000000001,0.0,17.366595065211474,1
5,0.25,4.25,0.0,25.33451823152835,1
6,2.25,2.25,0.0,36.75063850299621,0
7,1.25,2.75,0.0,34.251501591179846,0
8,2.75,4.75,0.0,18.571520528869073,0
9,1.7500000000000002,1.25,0.0,30.751193640616393,1
10,3.2952356671284133,1.5494777567049207,2.0369438886368982,34.65830707781827,1
11,3.543076099416335,2.745623023776928,2.944390781013773,25.384796994001412,1
12,2.410113314423374,1.3584337347252693,3.9351283557002077,30.505519367464064,1
13,2.515981481231281,2.1771397777385237,2.612666864018607,41.275874303466075,0
14,3.028512671030975,2.4806165942195366,1.9033935578384913,38.45110835528863,1
15,2.338118662617146,2.831640762075282,1.0364000523970276,42.11417246273787,0
16,2.229147859050084,1.8970839158332955,0.109675524924981,35.42242614424795,0
17,2.9873575978183657,2.7101392594058433,0.10341137134269474,35.8972549190695,0
18,2.265394575023153,1.8756428906938756,0.15668351807592984,34.13921860018079,0
19,3.0163869333980173,2.6424895276282587,0.10422347952884081,38.58906088837868,0
20,2.476341673415408,1.9274393035928097,0.05611132436637689,35.86090081478999,1
21,3.042100285594905,2.819389156498366,0.032466164546214316,34.20569020445416,0
22,2.962214348673824,2.562298857932331,0.043491092088942196,38.164658651811244,1
23,2.474377703401436,1.9929178361795445,0.04418074421607798,36.276342563368054,1
24,2.920923970992579,2.5753714255837563,0.02915908230503561,38.80010452345778,0
25,2.494189913526349,2.0566370189260974,0.026979682842629416,40.10514414582813,1
26,4.136594060027616,3.033537688888079,0.04092430563101601,21.266101993565446,1
27,3.2382032123210416,2.4439491961548026,0.04900347070598343,36.25288862974694,1
28,2.4485938267909932,2.0190828117607675,0.03993745700486073,37.587170381031164,1
29,2.9622144635627423,2.56229913547501,0.03787668841500391,38.42560867500637,1
30,2.460733280243683,2.0420051301132336,0.037129888639952924,36.488633523868195,1
31,2.4683144070587275,2.0676289997830377,0.026944098963653573,37.96488304530497,1
32,2.9787125271987542,2.5976325353569454,0.025595801618166547,38.771735274558026,0
33,2.4683144070587275,2.0676289997830377,0.020700228884066973,38.451638226083986,1
34,2.9787125271987542,2.5976325353569454,0.021552717023936907,37.75798280267215,0
35,2.4683144070587275,2.0676289997830377,0.02240424128222429,39.94841897272827,1
36,2.962208074144162,2.562245378485216,0.029305104590406472,38.725104348851325,1
37,2.4683144070587275,2.0676289997830377,0.027818044492150307,38.115734606745654,1
38,2.9622144635627423,2.56229913547501,0.026725552738767533,39.121716939269184,1
39,2.494272013557827,2.0571376932699863,0.02387022165772379,39.09810116718788,1
40,2.9622144635627423,2.56229913547501,0.025898721597300778,39.192802411568444,1
41,2.515981481231281,2.1771397777385237,0.02332078771242152,39.07425300898615,0
42,2.962214348673824,2.562298857932331,0.021812603955090992,40.23558693987787,1
43,2.4941943844201453,2.0566422748625097,0.016577540266972335,38.66341282687455,1
44,3.7799912188050415,3.3585204613064845,0.01693725726882178,21.22487001286205,1
45,3.0431384143313167,2.8194068167569784,0.012851729807053403,34.179097845749276,0
46,2.562267602133314,2.1438707947062694,0.01358951780991191,38.907700985922865,1
47,3.0163898955755664,2.642489480267217,0.012210279348579434,37.20972747330576,0
48,2.562267533864181,2.143871107037471,0.012148692944577988,41.11393939082845,1
49,2.962214348673824,2.562298857932331,0.013958454317894109,39.95102845231802,1
