,Opportunity_cost
0,10.2632296578998
1,5.7517403402926135
2,5.720793054415218
3,5.720793054415218
4,5.720399881072041
5,5.720183055071736
6,5.720183055071736
7,5.388273388358414
8,5.3731174040675
9,5.3731174040675
10,5.3731174040675
11,5.720183055071736
12,5.720183055071736
13,1.4487926732343084
14,0.020445358581319795
15,0.020445358581319795
16,0.14768552744877184
17,0.020445358581319795
18,0.020445358581319795
19,0.020445358581319795
20,0.020445358581319795
21,0.020445358581319795
22,0.020445358581319795
23,0.020445358581319795
24,0.020445358581319795
25,0.020445358581319795
26,0.020445358581319795
27,0.020445358581319795
28,0.020445358581319795
29,0.020445358581319795
30,0.020445358581319795
31,0.061033405907423344
32,0.061033405907423344
33,0.061019255337654954
34,0.061019255337654954
35,0.061019255337654954
36,0.06100650756940951
37,0.06100650756940951
38,0.020445358581319795
39,0.061019255337654954
40,0.061019255337654954
41,0.061019255337654954
42,0.061019255337654954
43,0.061019255337654954
44,0.061019255337654954
