,Opportunity_cost
0,9.783878415916384
1,5.643269843740249
2,5.381291169115379
3,5.372516932952131
4,5.372516932952131
5,5.372516932952131
6,5.372516932952131
7,5.372516932952138
8,5.372227014851205
9,5.372227014851205
10,5.372227014851205
11,5.372227014851205
12,5.372188905668608
13,5.372129239237907
14,5.372129239237907
15,5.372129239237907
16,5.372081795798657
17,5.372081795798657
18,5.372037326321717
19,5.37200839619873
20,5.371984578073437
21,5.371984578073437
22,5.371973663489172
23,5.371953673743391
24,5.371953673743391
25,5.371953673743391
26,5.371953673743391
27,0.37741055847097016
28,0.37741055847097016
29,0.4026802961520346
30,0.4011268309537286
31,0.4011268309537286
32,0.401034131668645
33,0.401034131668645
34,0.401034131668645
35,0.40098420622243935
36,0.40098420622243935
37,0.4009529447458178
38,0.37741055847097016
39,0.37741055847097016
40,0.37741055847097016
41,0.37741055847097016
42,0.37741055847097016
43,0.37741055847097016
44,0.37741055847097016
