,Opportunity_cost
0,7.345233434869073
1,7.345490360318379
2,7.345490360318379
3,9.887599845050083
4,9.887599845050104
5,9.887599845050104
6,5.407423003403117
7,5.37244117484655
8,5.37244117484655
9,5.37244117484655
10,5.372207344414676
11,5.372207344414676
12,5.372085258329584
13,5.372085258329584
14,5.372012477415282
15,5.372012477415282
16,5.371979631420423
17,5.371979631420423
18,5.371929530495123
19,5.371929530495123
20,5.371917103679543
21,5.37190381177917
22,5.371892983572785
23,5.371882667923458
24,5.371873301734858
25,5.371864201443543
26,5.371864201443543
27,5.371864201443543
28,5.371864201443543
29,5.371864201443543
30,5.371859238739503
31,5.371851317935089
32,5.371844111783375
33,5.371837318605138
34,5.371831037638799
35,5.371825070116685
36,5.37181964353389
37,5.371814203708404
38,5.371814203708404
39,5.371808507505349
40,5.3718036816212305
41,5.371799176815742
42,5.371794786490511
43,5.371790671290839
44,5.3717868348453806
