,Opportunity_cost
0,8.867355914636548
1,8.605612248760657
2,8.605612248760657
3,8.605612248760664
4,5.7405232713115595
5,0.3164268902321652
6,0.3159616626320272
7,0.3159616626320272
8,0.3164268902321652
9,0.3159616626320272
10,0.3159616626320272
11,0.3159616626320272
12,0.3159616626320272
13,0.3159616626320272
14,0.3159616626320272
15,0.3159616626320272
16,0.3159616626320272
17,0.3159616626320272
18,0.3159616626320272
19,0.3159616626320272
20,0.13692785146201203
21,0.3159616626320272
22,0.13692785146201203
23,0.3159616626320272
24,0.3159616626320272
25,0.3159616626320272
26,0.3159616626320272
27,0.3159616626320272
28,0.3159616626320272
29,0.3159616626320272
30,0.3159616626320272
31,0.3159616626320272
32,0.3159616626320272
33,0.3159616626320272
34,0.13692785146201203
35,0.13692785146201203
36,0.13692785146201203
37,0.13692785146201203
38,0.13692785146201203
39,0.13692785146201203
40,0.13692785146201203
41,0.13692785146201203
42,0.13692785146201203
43,0.13692785146201203
44,0.13692785146201203
