4.675000000000000711e+00,1.574999999999999956e+00
4.725000000000000533e+00,3.665000000000000036e+00
8.500000000000000611e-02,3.875000000000000000e+00
3.235000000000000320e+00,6.149999999999999911e-01
2.984999999999999876e+00,4.834999999999999964e+00
3.004999999999999893e+00,4.825000000000000178e+00
3.985000000000000320e+00,2.615000000000000213e+00
3.049999999999999933e-01,1.905000000000000027e+00
6.049999999999999822e-01,2.955000000000000071e+00
4.365000000000000213e+00,2.934999999999999609e+00
1.504999999999999893e+00,3.450000000000000289e-01
3.150000000000000022e-01,1.334999999999999964e+00
8.750000000000000000e-01,2.044999999999999929e+00
5.000000000000000104e-03,4.250000000000000444e-01
1.274999999999999911e+00,4.964999999999999858e+00
8.250000000000000666e-01,6.500000000000000222e-02
4.655000000000000249e+00,3.500000000000000333e-02
1.844999999999999973e+00,2.695000000000000284e+00
2.375000000000000000e+00,1.745000000000000107e+00
2.435000000000000053e+00,2.125000000000000000e+00
2.995000000000000107e+00,2.484999999999999876e+00
3.064999999999999947e+00,2.665000000000000036e+00
1.650000000000000078e-01,4.985000000000000320e+00
2.964999999999999858e+00,1.945000000000000062e+00
1.149999999999999911e-01,2.865000000000000213e+00
