,Opportunity_cost
0,9.892709998461171
1,9.005178217145506
2,8.929829589642118
3,8.911241970913743
4,8.910813384147929
5,8.910813384147936
6,8.292982382750864
7,8.160871970102725
8,8.14838875784637
9,8.14838875784637
10,8.14838875784637
11,8.14838875784637
12,6.222069081442591
13,2.9681421243259365
14,0.825592997110185
15,0.013506650893717165
16,0.013506650893717165
17,0.013506650893717165
18,0.013506650893717165
19,0.013506650893717165
20,0.013506650893717165
21,0.013506650893717165
22,0.013506650893717165
23,0.013506650893717165
24,0.013506650893717165
25,0.013506650893717165
26,0.013506650893717165
27,0.013506650893717165
28,0.013506650893717165
29,0.013506650893717165
30,0.013506650893717165
31,0.013506650893717165
32,0.013506650893717165
33,0.013506650893717165
34,0.013506650893717165
35,0.013506650893717165
36,0.013506650893717165
37,0.013506650893717165
38,0.013506650893717165
39,0.013506650893717165
40,0.013506650893717165
41,0.013506650893717165
42,0.013506650893717165
43,0.013506650893717165
44,0.013506650893717165
