,Opportunity_cost
0,7.345490360318408
1,7.345490360318408
2,7.345490360318408
3,7.345490360318408
4,5.812099326028957
5,5.595338569750581
6,5.595338569750581
7,5.595338569750581
8,5.381909002622493
9,5.381909002622493
10,5.372515037981799
11,5.3722271952246885
12,5.3722271952246885
13,5.3722271952246885
14,5.3722271952246885
15,5.372077025269498
16,5.372077025269498
17,5.372077025269498
18,5.372077025269498
19,5.372077025269498
20,5.372077025269498
21,5.372077025269498
22,5.372077025269498
23,5.372077025269498
24,4.680465805762431
25,2.6883707009211477
26,0.9973630113442269
27,0.23595866199775628
28,0.21759239445221823
29,0.1853871565469163
30,0.16733619648151432
31,0.16728400323569304
32,0.16725376879300313
33,0.16723484536985467
34,0.16723484536985467
35,0.16714313426700755
36,0.16714313426700755
37,0.10709025700051455
38,0.10709025700051455
39,0.10709025700051455
40,0.0942873684546015
41,0.09181624244715891
42,0.09181624244715891
43,0.08140811081641175
44,0.08140811081641175
