,OC sampled,OC GP mean,Y,C,C_bool,recommended_val_sampled,recommended_val_GP,optimum
0,0.0,0.0,-2.4221345723100867,7.210268012248278,0,0.0,0.0,0.0
1,0.0,0.0,-2.4381381611109845,7.150918530218191,0,0.0,0.0,0.0
2,0.0,0.0,-2.6078006820671087,7.032205771024947,0,0.0,0.0,0.0
3,0.0,0.0,-1.6421688686720524,7.012959829113407,0,0.0,0.0,0.0
4,0.0,0.0,-0.9779509044540492,8.884232206625029,0,0.0,0.0,0.0
5,0.0,0.0,-0.5361482388738439,5.1314447622826025,0,0.0,0.0,0.0
6,0.0,0.0,-5.587178794441778,11.22591499910367,0,0.0,0.0,0.0
7,0.0,0.0,-1.483298645940642,6.1686855549210815,0,0.0,0.0,0.0
8,0.0,0.0,-1.2197750239742684,5.895342379983694,0,0.0,0.0,0.0
9,0.0,0.0,-1.8173369149926355,7.355556718796801,0,0.0,0.0,0.0
10,0.0,0.0,-2.329987013973997,6.71854999263266,0,0.0,0.0,0.0
11,0.0,0.0,-2.3118117109621696,8.559022949371956,0,0.0,0.0,0.0
12,0.0,0.0,0.8889018067549812,4.067961501021335,0,0.0,0.0,0.0
13,0.0,0.0,-2.7239391181915926,10.303759840947269,0,0.0,0.0,0.0
14,0.0,0.0,-1.7809075535448649,7.476062484848,0,0.0,0.0,0.0
15,0.0,0.0,-2.6719590714256447,7.246136466100434,0,0.0,0.0,0.0
16,0.0,0.0,-1.232185080321225,5.782908100070983,0,0.0,0.0,0.0
17,0.0,0.0,-2.8120363677658404,9.348719171304703,0,0.0,0.0,0.0
18,0.0,0.0,-2.7311032396646486,7.335701122638413,0,0.0,0.0,0.0
19,0.0,0.0,-2.009909947015624,6.576768630488702,0,0.0,0.0,0.0
20,0.0,0.0,-2.55586446852698,10.277425319926623,0,0.0,0.0,0.0
21,0.0,0.0,-1.5234237383189904,5.9654912278494026,0,0.0,0.0,0.0
22,0.0,0.0,-2.33857152940105,6.778301712220093,0,0.0,0.0,0.0
23,0.0,0.0,-2.3698623326242743,7.150918530218191,0,0.0,0.0,0.0
24,0.0,0.0,-2.2751092015528,11.872795186614404,0,0.0,0.0,0.0
25,0.0,0.0,-1.8124847480872168,6.7707850351318735,0,0.0,0.0,0.0
26,0.0,0.0,-2.3556252071855277,7.265018785365382,0,0.0,0.0,0.0
27,0.0,0.0,-1.2134588997836941,5.773759328832262,0,0.0,0.0,0.0
28,0.0,0.0,-3.62576622549944,10.637020465080381,0,0.0,0.0,0.0
29,0.0,0.0,-2.3514435116798635,8.884669266873376,0,0.0,0.0,0.0
30,0.0,0.0,-2.373490924663335,7.150918530218191,0,0.0,0.0,0.0
31,0.0,0.0,-3.6556961725550963,9.720917920076367,0,0.0,0.0,0.0
32,0.0,0.0,-1.9800512947512392,7.3327900421315135,0,0.0,0.0,0.0
33,0.0,0.0,-3.003615797542072,11.600047996460619,0,0.0,0.0,0.0
34,0.0,0.0,-1.7268290629326857,6.185526507381677,0,0.0,0.0,0.0
35,0.0,0.0,-2.0590455609189378,7.241433196700416,0,0.0,0.0,0.0
36,0.0,0.0,-2.09207035700887,7.066939317259051,0,0.0,0.0,0.0
37,0.0,0.0,-3.235578903325792,9.832234127841057,0,0.0,0.0,0.0
38,0.0,0.0,-2.237043623535629,8.775533038215883,0,0.0,0.0,0.0
39,0.0,0.0,-0.22298822912293853,6.054512656769383,0,0.0,0.0,0.0
40,0.0,0.0,-1.9459626996827644,7.0882100170840285,0,0.0,0.0,0.0
41,0.0,0.0,-4.470504743641914,11.023057304611779,0,0.0,0.0,0.0
42,0.0,0.0,-1.3920937939007303,6.181127321189699,0,0.0,0.0,0.0
43,0.0,0.0,-0.6231019754425008,5.574780031940055,0,0.0,0.0,0.0
44,0.0,0.0,-1.993878863218106,7.208764499449261,0,0.0,0.0,0.0
45,0.0,0.0,-1.878141369004649,6.397052731899477,0,0.0,0.0,0.0
46,0.0,0.0,-2.6314877848802154,7.141838354040224,0,0.0,0.0,0.0
47,0.0,0.0,-0.26909082189898503,5.5684314173589335,0,0.0,0.0,0.0
48,0.0,0.0,-2.994444008885199,10.605018256935224,0,0.0,0.0,0.0
49,0.0,0.0,-1.3734172741107562,6.141183275070063,0,0.0,0.0,0.0
50,0.0,0.0,-1.7316253005804678,6.78113780870983,0,0.0,0.0,0.0
51,0.0,0.0,-0.7037304556241201,6.097083516342398,0,0.0,0.0,0.0
52,0.0,0.0,-3.875536453867588,9.261722911977806,0,0.0,0.0,0.0
53,0.0,0.0,-0.6310215651829636,6.801919641824236,0,0.0,0.0,0.0
54,0.0,0.0,-0.5161246249186862,8.784566652326951,0,0.0,0.0,0.0
55,0.0,0.0,-3.2290489498609842,8.91590461207017,0,0.0,0.0,0.0
56,0.0,0.0,-3.654096023425548,9.767559808403783,0,0.0,0.0,0.0
57,0.0,0.0,-0.5488336892050455,6.12317855997966,0,0.0,0.0,0.0
58,0.0,0.0,-0.7006945245498061,6.18611764835059,0,0.0,0.0,0.0
59,0.0,0.0,1.2743895366724778,8.013946047245994,0,0.0,0.0,0.0
60,0.0,0.0,-2.1575289836191733,6.355747624869274,0,0.0,0.0,0.0
61,0.0,0.0,-2.4744339034196274,6.934900620021884,0,0.0,0.0,0.0
62,0.0,0.0,-0.8952674287464094,5.4026757150405835,0,0.0,0.0,0.0
63,0.0,0.0,-0.9686148350794164,6.071027881060481,0,0.0,0.0,0.0
64,0.0,0.0,-3.1754555667410185,10.982395486973012,0,0.0,0.0,0.0
65,0.0,0.0,-1.6436467068176632,6.424160246781493,0,0.0,0.0,0.0
66,0.0,0.0,-1.0372246447434137,6.1677924559529185,0,0.0,0.0,0.0
67,0.0,0.0,-1.040065679271741,5.480728837094246,0,0.0,0.0,0.0
68,0.0,0.0,-3.08546827800135,7.689082422356624,0,0.0,0.0,0.0
69,0.0,0.0,-0.5111323613753196,8.267805604377724,0,0.0,0.0,0.0
70,0.0,0.0,-2.172407119264473,11.149237220037095,0,0.0,0.0,0.0
71,0.0,0.0,-1.8914033745233527,9.483105194858588,0,0.0,0.0,0.0
72,0.0,0.0,-0.8843371483066774,6.164395510796899,0,0.0,0.0,0.0
73,0.0,0.0,-0.7658817978274093,5.266517338023174,0,0.0,0.0,0.0
74,0.0,0.0,-1.7582537992240468,6.421402900065512,0,0.0,0.0,0.0
75,0.0,0.0,-2.6297718041915306,7.607048036090222,0,0.0,0.0,0.0
76,0.0,0.0,-2.4002167369504694,7.193325667017847,0,0.0,0.0,0.0
77,0.0,0.0,-2.7181853342930715,7.222007036147358,0,0.0,0.0,0.0
78,0.0,0.0,-3.2367151271354615,9.567839724547717,0,0.0,0.0,0.0
79,0.0,0.0,-1.5153409109264917,7.069357820337366,0,0.0,0.0,0.0
80,0.0,0.0,0.8983980153253137,3.9236834874419113,0,0.0,0.0,0.0
81,0.0,0.0,-0.017274079959768218,6.0942982451468755,0,0.0,0.0,0.0
82,0.0,0.0,1.3201738526333215,4.093350869384909,0,0.0,0.0,0.0
83,0.0,0.0,-2.595125306736666,6.859797647461282,0,0.0,0.0,0.0
84,0.0,0.0,2.1638257645626937,7.807091212246727,0,0.0,0.0,0.0
85,0.0,0.0,-1.8387624548346964,6.193474758412894,0,0.0,0.0,0.0
86,0.0,0.0,-1.0413025110873628,5.932748107966045,0,0.0,0.0,0.0
87,0.0,0.0,-0.3165460325482657,4.881705703573988,0,0.0,0.0,0.0
88,0.0,0.0,-1.3441203382815343,6.581527475758407,0,0.0,0.0,0.0
89,0.0,0.0,1.0143572924390023,4.009607134865688,0,0.0,0.0,0.0
90,0.0,0.0,0.05322425398040525,6.075422059156157,0,0.0,0.0,0.0
91,0.0,0.0,-0.4726568752536634,6.054404309928179,0,0.0,0.0,0.0
92,0.0,0.0,-2.539566429458638,6.959825763576465,0,0.0,0.0,0.0
93,0.0,0.0,-1.4338506094726784,5.743730707285388,0,0.0,0.0,0.0
94,0.0,0.0,-3.0986837851728337,9.56288228454824,0,0.0,0.0,0.0
95,0.0,0.0,0.23536528197794124,4.501799944102622,0,0.0,0.0,0.0
96,0.0,0.0,-0.3637887562396309,5.055903975000367,0,0.0,0.0,0.0
97,0.0,0.0,0.11848892274680205,5.921271544330812,0,0.0,0.0,0.0
98,0.0,0.0,-0.31379242530001544,5.895731937277177,0,0.0,0.0,0.0
99,0.0,0.0,-0.17505337381768427,5.650336185972583,0,0.0,0.0,0.0
100,0.0,0.0,-2.8511898510256333,10.280396372972843,0,0.0,0.0,0.0
101,0.0,0.0,-0.8092147571370267,5.628020929208903,0,0.0,0.0,0.0
102,0.0,0.0,-2.373490924663335,7.150918530218191,0,0.0,0.0,0.0
103,0.0,0.0,-2.0380434025472343,7.484964670354192,0,0.0,0.0,0.0
104,0.0,0.0,-1.910030333576629,7.42304969291644,0,0.0,0.0,0.0
105,0.0,0.0,-2.532973178806565,6.796301243684147,0,0.0,0.0,0.0
106,0.0,0.0,-1.7219955121781612,9.141825652541208,0,0.0,0.0,0.0
107,0.0,0.0,-5.820675464202356,13.28583245354022,0,0.0,0.0,0.0
108,0.0,0.0,-0.29971130765135284,5.494728008686309,0,0.0,0.0,0.0
109,0.0,0.0,0.5321642419851758,7.249413611282676,0,0.0,0.0,0.0
110,0.0,0.0,0.3470365805724821,4.8340333065081085,0,0.0,0.0,0.0
111,0.0,0.0,-0.3398984988381144,5.198978167841858,0,0.0,0.0,0.0
112,0.0,0.0,5.3244772947403165,1.2161584433064851,0,0.0,0.0,0.0
