,Opportunity_cost
0,2.632237356809334
1,1.2572738759297124
2,1.2484914300250836
3,1.2481806659764274
4,1.248029070003433
5,1.247951525880218
6,1.247910479033962
7,1.247886068351498
8,1.2478646082283475
9,1.2478491822612483
10,1.2478341668858164
11,1.247816648938766
12,1.247816648938766
13,1.247816648938766
14,1.247816648938766
15,1.247816648938766
16,1.247816648938766
17,1.247816648938766
18,1.247816648938766
19,1.1695352121406657
20,1.1695352121406657
21,1.1695352121406657
22,1.1695352121406657
23,1.1695352121406657
24,0.15726223174620912
25,0.13417563628502904
26,0.11160117399535352
27,0.09153854729908772
28,0.09153854729908772
29,0.09153854729908772
30,0.09153854729908772
31,0.09153854729908772
32,0.09153854729908772
33,0.09153854729908772
34,0.09153854729908772
35,0.09153854729908772
36,0.09153854729908772
37,0.09153854729908772
38,0.09153854729908772
39,0.09153854729908772
40,0.09153854729908772
41,0.09153854729908772
42,0.09153854729908772
43,0.09153854729908772
44,0.09153854729908772
