,Opportunity_cost
0,0.2704609664134523
1,0.1460420938033593
2,0.11484512796442914
3,0.11430965167110685
4,0.11417751599462633
5,0.11411247422238091
6,0.11406845640375707
7,0.11404853045184637
8,0.11402393822126555
9,0.11400456226583344
10,0.11399240282480605
11,0.11399240282480605
12,0.11399240282480605
13,0.11399240282480605
14,0.11399240282480605
15,0.11399240282480605
16,0.11399240282480605
17,0.11399240282480605
18,0.11399240282480605
19,0.11399240282480605
20,0.11399240282480605
21,0.11399240282480605
22,0.11399240282480605
23,0.11399240282480605
24,0.11399240282480605
25,0.11399240282480605
26,0.11399240282480605
27,0.11399240282480605
28,0.11399240282480605
29,0.11399240282480605
30,0.11399240282480605
31,0.11399240282480605
32,0.11399240282480605
33,0.11399240282480605
34,0.11399240282480605
35,0.11399240282480605
36,0.11399240282480605
37,0.11399240282480605
38,0.11399240282480605
39,0.11399240282480605
40,0.11399240282480605
41,0.11399240282480605
42,0.11399240282480605
43,0.11399240282480605
44,0.11399240282480605
