,Opportunity_cost
0,6.693398488037488
1,6.693399309623331
2,6.693399309623331
3,6.693399309623331
4,6.693399309623331
5,6.693399309623331
6,6.693399309623331
7,6.693399309623331
8,6.693399309623331
9,6.693399309623331
10,6.693399309623331
11,6.693399309623331
12,6.693399309623331
13,5.775372247177117
14,5.462297529191424
15,5.383571965355777
16,5.381612703983592
17,5.377189234270979
18,5.372614629579104
19,5.372314038407993
20,5.372173115896302
21,5.372104891652292
22,5.372104891652292
23,5.372104891652292
24,5.372104891652292
25,5.372104891652292
26,5.372104891652292
27,5.372104891652292
28,5.372104891652292
29,5.372104891652292
30,5.372104891652292
31,5.372104891652292
32,5.372104891652292
33,5.372104891652292
34,5.3720238512044105
35,5.372005562849722
36,5.371990313379094
37,5.371990313379094
38,5.371990313379094
39,5.37193854586279
40,5.37193854586279
41,5.37193854586279
42,5.371925313537886
43,5.37191133730316
44,5.37191133730316
