,Opportunity_cost
0,8.867355914636548
1,8.679970937009536
2,8.619311279379588
3,8.617588808363159
4,8.617588808363159
5,5.471338613614975
6,5.374075809883266
7,5.372494657804978
8,5.372241927477987
9,5.372123227717978
10,5.3720363932956445
11,5.371984729129757
12,5.371953964274773
13,5.371953964274773
14,5.371953964274773
15,5.371953964274773
16,5.371953964274773
17,5.371953964274773
18,5.371953964274773
19,5.371953964274773
20,5.371953964274773
21,5.371953964274773
22,5.371953964274773
23,5.371953964274773
24,5.371953964274773
25,5.371953964274773
26,5.371953964274773
27,2.4033805389887988
28,2.4033805389887988
29,2.4033805389887988
30,2.4033805389887988
31,2.4033805389887988
32,2.4033805389887988
33,2.4033805389887988
34,2.4033805389887988
35,2.4033805389887988
36,1.997186913120423
37,1.997186913120423
38,1.997186913120423
39,1.997186913120423
40,1.997186913120423
41,1.997186913120423
42,1.997186913120423
43,1.997186913120423
44,1.997186913120423
