,Opportunity_cost
0,7.345480817759366
1,7.3454903603042325
2,7.345490360318408
3,7.345490360318408
4,7.345490360318408
5,7.345490360318408
6,7.345490360318408
7,7.345490360318408
8,7.155051263859548
9,7.155051263859548
10,7.155051263859548
11,7.155051263859548
12,7.155051263859548
13,6.757122373836012
14,6.719544083090042
15,6.719544083090042
16,6.717507185777244
17,6.717507185777244
18,6.71624203215714
19,6.71624203215714
20,6.715093335733101
21,6.714063192096859
22,6.712758400298682
23,6.497640731821029
24,5.781169368473407
25,5.623058889485776
26,5.523003489222845
27,5.469461150814823
28,5.417392956252982
29,5.417392956252982
30,5.391273774884603
31,5.390943167531503
32,5.390793866578903
33,5.390704401856496
34,5.39064430069881
35,5.390596835888701
36,5.372448314851518
37,5.372337148503689
38,5.372263567093839
39,5.372263567093839
40,5.372211402015338
41,5.372211402015338
42,5.372211402015338
43,5.372211402015338
44,5.372211402015338
