,Opportunity_cost
0,2.6322373568093766
1,2.6322373568093766
2,2.6322373568093766
3,2.6322373568093766
4,2.6322373568093766
5,2.6322373568093766
6,2.6322373568093766
7,2.6322373568093766
8,2.6322373568093766
9,2.6322373568093766
10,2.6322373568093766
11,2.6322373568093766
12,2.6322373568093766
13,2.6322373568093766
14,2.6322373568093766
15,2.6322373568093766
16,2.6322373568093766
17,2.6322373568093766
18,2.6322373568093766
19,2.6322373568093766
20,2.6322373568093766
21,2.6322373568093766
22,2.6322373568093766
23,2.6322373568093766
24,2.6322373568093766
25,2.6322373568093766
26,2.6322373568093766
27,2.6322373568093766
28,1.6025026893315584
29,1.6025026893315584
30,1.6025026893315584
31,1.6025026893315584
32,1.6025026893315584
33,1.6025026893315584
34,1.6025026893315584
35,1.6025026893315584
36,1.6025026893315584
37,1.6025026893315584
38,1.6025026893315584
39,1.6025026893315584
40,1.5556063238515563
41,1.5083146160791188
42,1.5080591510429358
43,1.5080591510429358
44,1.507970580666182
