,Opportunity_cost
0,7.345490360318408
1,7.345490360318408
2,7.345490360318408
3,7.345490360318408
4,7.345490360318408
5,6.787204564583092
6,6.787204564583092
7,6.787204564583092
8,6.787204564583092
9,6.675929842314368
10,6.675929842314368
11,6.675929842314368
12,6.675471616647215
13,6.675251362139761
14,6.675131679875925
15,6.6750503294922865
16,6.6750503294922865
17,6.6750503294922865
18,6.6750503294922865
19,6.6750503294922865
20,6.6750503294922865
21,6.6750503294922865
22,6.6750503294922865
23,6.6750503294922865
24,6.6750503294922865
25,6.6750503294922865
26,6.6750503294922865
27,6.6750503294922865
28,6.6750503294922865
29,6.6750503294922865
30,6.6750503294922865
31,6.6750503294922865
32,6.6750503294922865
33,6.6750503294922865
34,6.6750503294922865
35,6.6750503294922865
36,1.7697974112967216
37,1.7697974112967216
38,1.7697974112967216
39,1.7697974112967216
40,1.7697974112967216
41,1.7697974112967216
42,1.7697974112967216
43,1.7697974112967216
44,1.7697974112967216
