,Opportunity_cost
0,2.632237356778923
1,2.6322373568093695
2,2.6322373568093695
3,2.6322373568093695
4,2.6322373568093695
5,2.6322373568093695
6,2.6322373568093695
7,2.6322373568093695
8,2.6322373568093695
9,2.6322373568093766
10,0.26453464802719395
11,0.26453464802719395
12,0.26453464802719395
13,0.26453464802719395
14,0.26453464802719395
15,0.26453464802719395
16,0.26453464802719395
17,0.26453464802719395
18,0.26453464802719395
19,0.26453464802719395
20,0.26453464802719395
21,0.26453464802719395
22,0.26453464802719395
23,0.26453464802719395
24,0.26453464802719395
25,0.26453464802719395
26,0.26453464802719395
27,0.26453464802719395
28,0.26453464802719395
29,0.26453464802719395
30,0.26453464802719395
31,0.26453464802719395
32,0.26453464802719395
33,0.26453464802719395
34,0.26453464802719395
35,0.26453464802719395
36,0.26453464802719395
37,0.26453464802719395
38,0.26453464802719395
39,0.26453464802719395
40,0.26453464802719395
41,0.26453464802719395
42,0.26453464802719395
43,0.26453464802719395
44,0.26453464802719395
