,Opportunity_cost
0,38.31174051017487
1,40.487813202385375
2,40.487814516847685
3,40.487814516847685
4,40.92747615952233
5,40.92747751515128
6,41.38042507543312
7,41.380424902616916
8,41.380424902616916
9,41.380424902616916
10,41.43068431842372
11,41.43068305267944
12,41.43068305267944
13,41.43068305267944
14,41.43068305267944
15,41.43068305267944
16,41.43068305267944
17,41.43068305267944
18,41.43068305267944
19,41.43068305267944
20,41.43068305267944
21,41.43068305267944
22,41.43068305267944
23,41.45240196236739
24,41.45239923856737
25,41.45239923856737
26,41.45239923856737
27,41.45239923856737
28,41.45239923856737
29,41.45239923856737
30,41.45239923856737
31,41.45239923856737
32,41.45239923856737
33,41.45239923856737
34,41.45239923856737
35,41.45239923856737
36,41.45239923856737
37,41.45239923856737
38,41.45239923856737
39,41.45239923856737
40,41.45316988554746
41,41.453167937291816
42,41.453167937291816
43,41.453167937291816
44,41.453167937291816
