,Opportunity_cost
0,34.944134963221
1,34.94413550035452
2,35.37685886926404
3,35.5743721209296
4,36.38147396755819
5,36.890839084321854
6,36.99893707981611
7,36.998938254761
8,36.998938254761
9,36.998938254761
10,37.01547190598321
11,37.12202033577876
12,41.289048156371585
13,41.289047908412805
14,41.33095717472609
15,41.35931274143907
16,41.359312318580514
17,41.359312318580514
18,41.359312318580514
19,41.40893989183599
20,41.41975616323877
21,41.41975572132811
22,41.4519185235141
23,41.45191844238892
24,41.45191844238892
25,41.45191844238892
26,41.45191844238892
27,41.45191844238892
28,41.45191844238892
29,41.45191844238892
30,41.45191844238892
31,41.45191844238892
32,41.45191844238892
33,41.45191844238892
34,41.45191844238892
35,41.45191844238892
36,41.45191844238892
37,41.45191844238892
38,41.45191844238892
39,41.45191844238892
40,41.45191844238892
41,41.45191844238892
42,41.45191844238892
43,41.45191844238892
44,41.45191844238892
