,Opportunity_cost
0,35.725929198655514
1,36.67584230715452
2,36.92317580687575
3,36.92317580687575
4,37.130971828049795
5,37.130971828049795
6,37.130971828049795
7,37.133284208088526
8,37.13354479683462
9,37.13364083462548
10,37.13364083462548
11,37.13364083462548
12,37.13364083462548
13,37.13364083462548
14,37.13364083462548
15,37.13364083462548
16,37.13364083462548
17,37.13364083462548
18,37.13364083462548
19,37.13364083462548
20,37.13364083462548
21,37.13364083462548
22,37.13364083462548
23,37.13364083462548
24,37.13364083462548
25,37.13364083462548
26,37.13364083462548
27,37.13364083462548
28,37.13364083462548
29,37.13364083462548
30,37.13364083462548
31,37.13364083462548
32,37.13364083462548
33,37.13364083462548
34,37.13364083462548
35,37.13364083462548
36,37.13364083462548
37,37.13364083462548
38,37.13364083462548
39,37.13364083462548
40,37.13364083462548
41,37.13364083462548
42,37.13364083462548
43,37.13364083462548
44,37.13364083462548
