,Opportunity_cost
0,39.31913446330616
1,40.99724932219617
2,40.997252676210024
3,40.997252676210024
4,41.4118284788338
5,41.41182984188324
6,41.41182984188324
7,41.44271547803719
8,41.44271576346876
9,41.44271576346876
10,41.44271576346876
11,41.44271576346876
12,41.44271576346876
13,41.44271576346876
14,41.44271576346876
15,41.44271576346876
16,41.44271576346876
17,41.44271576346876
18,41.44271576346876
19,41.44271576346876
20,41.44271576346876
21,41.44271576346876
22,41.44271576346876
23,41.44271576346876
24,41.44271576346876
25,41.44597515358545
26,41.445976954323086
27,41.445976954323086
28,41.445976954323086
29,41.445976954323086
30,41.455535485202
31,41.455536554102466
32,41.455536554102466
33,41.455536554102466
34,41.455536554102466
35,41.455536554102466
36,41.455536554102466
37,41.455536554102466
38,41.455536554102466
39,41.455536554102466
40,41.455536554102466
41,41.455536554102466
42,41.455536554102466
43,41.455536554102466
44,41.455536554102466
