,Y,C,C_bool,OC
0,-2.6494753947967418,7.1772878262339805,0,0.0
1,-1.2376891929350875,5.954055453842742,0,0.0
2,-2.2882598227168653,6.589896898052938,0,0.0
3,-2.238295602175304,6.574972068615633,0,0.0
4,-2.2178861756251393,9.055535305713397,0,0.0
5,-3.080023213417283,11.955711140762578,0,0.0
6,-4.480806202063551,11.006820822436412,0,0.0
7,-1.8613107851976367,6.382532545985782,0,0.0
8,-4.464381833364799,10.508155572534674,0,0.0
9,-1.8684244750245864,8.914116701220491,0,0.0
10,-2.0767254281694343,6.894273763495248,0,0.0
11,-1.0845181283085916,7.313103988599557,0,0.0
12,-2.3315933667711515,6.7059432460395065,0,0.0
13,-2.41949803481013,7.210268012248278,0,0.0
14,-1.8292758312032984,7.1426181685814045,0,0.0
15,-3.1472515271787427,10.327721086267363,0,0.0
16,-6.362584800823857,11.446731718328426,0,0.0
17,-0.25482180806578664,8.870624258958024,0,0.0
18,-2.3242668574422938,7.193325667017847,0,0.0
19,-0.2903332331738352,6.884004391428415,0,0.0
20,-0.9843196569992364,5.345863536326924,0,0.0
21,-1.5808417737167082,5.984359990878372,0,0.0
22,-2.4002167369504694,7.193325667017847,0,0.0
23,-2.3887772862892898,7.150918530218191,0,0.0
24,-2.2591565769462107,7.062411349321143,0,0.0
25,-1.5722897472494304,6.6721807553791175,0,0.0
26,-2.2374304233602835,6.577010998708245,0,0.0
27,-2.1204972724949243,7.280572884352653,0,0.0
28,-1.1751710862961382,5.895546667961053,0,0.0
29,-1.3217393196843787,5.988046985960758,0,0.0
30,-2.7979088912363714,8.661014784302484,0,0.0
31,-0.763481414741215,5.8310148716142525,0,0.0
32,-5.090328735287302,11.602000113923614,0,0.0
33,-1.6190637975418776,5.966616986916355,0,0.0
34,-4.03452957630717,9.855315210169,0,0.0
35,-1.6471476607960525,6.311492369624047,0,0.0
36,-2.325550092633533,6.8085786429260375,0,0.0
37,-5.384929636074214,11.420064193318222,0,0.0
38,-1.9068418667295,7.120176710112914,0,0.0
39,-2.408843216500556,7.193325667017847,0,0.0
40,-2.084027250890998,6.445206866286019,0,0.0
41,-0.008479396179491856,5.3856985230250105,0,0.0
42,-2.134679121956176,7.104168268740836,0,0.0
