,Y,C,C_bool,OC
0,-2.8166597821420134,7.537964833931496,0,0.0
1,-1.6723530603740195,7.4234961753872435,0,0.0
2,-2.6627805184526334,7.3238222063077885,0,0.0
3,-3.1321281246860373,9.96593688556057,0,0.0
4,-2.3704006607091688,7.150918530218191,0,0.0
5,-1.6866691862330672,6.623022099468543,0,0.0
6,-2.4002167369504694,7.193325667017847,0,0.0
7,-0.02285342973959496,5.064549269119351,0,0.0
8,-0.672561219891927,5.559611167424655,0,0.0
9,-0.8961630320363767,7.5583735082405195,0,0.0
10,-2.9797504702453272,12.929286597654727,0,0.0
11,-2.1690947618862557,6.490501087488782,0,0.0
12,-2.392230228411776,7.929297583760236,0,0.0
13,-2.33616198407828,6.666572107122388,0,0.0
14,-2.505978310799988,7.130518118975649,0,0.0
15,-1.0462376915437963,6.358300517496884,0,0.0
16,-2.9112532327093885,10.997214419454844,0,0.0
17,0.4449549508165116,3.9176819687471593,0,0.0
18,-2.09114436085307,7.277411902389388,0,0.0
19,-1.8287419590374567,7.2554336780695525,0,0.0
20,-2.497715251830135,11.298139084053965,0,0.0
21,-1.9680407167788787,7.403447725226981,0,0.0
22,-0.7194838666257424,6.6163918740924474,0,0.0
23,-2.634879020996528,7.2895299585346995,0,0.0
24,0.2581231023408744,4.774496343570392,0,0.0
25,-2.408843216500556,7.193325667017847,0,0.0
26,0.06979988210853719,4.509890653530394,0,0.0
27,-1.7881911284246887,6.4063798737422895,0,0.0
28,-2.3704006607091688,7.150918530218191,0,0.0
29,-1.8977764445775085,7.037360476439838,0,0.0
30,-1.9646365952496383,8.012876280352934,0,0.0
31,-3.931580309410661,11.61564124305071,0,0.0
32,-1.1823717606465864,7.8882860939058626,0,0.0
33,-2.14857978718152,7.150918530218191,0,0.0
34,-2.760682374578036,7.465693802192425,0,0.0
35,-1.891053046132405,9.949527327457083,0,0.0
36,-4.921471393799488,10.636244691377627,0,0.0
37,-1.9002348416105252,6.879687932957963,0,0.0
38,-1.6481482684393836,6.33891578046588,0,0.0
39,-1.9084223326406944,9.109946936191687,0,0.0
40,-2.0061798796250847,7.468453799516318,0,0.0
41,-2.408843216500556,7.193325667017847,0,0.0
42,-2.611325637084545,7.141838354040224,0,0.0
43,-2.6358821157425534,7.06922909483712,0,0.0
44,-0.0015788890160023073,5.2832931787317285,0,0.0
45,-1.8321372491885977,6.859290425548881,0,0.0
46,-2.34444943724803,6.946573087056758,0,0.0
47,-1.7996491309956326,7.195130173422452,0,0.0
48,-1.9177568444286877,6.5906491497836255,0,0.0
49,-0.8150277332006733,8.631551882701265,0,0.0
50,1.5183785954959568,3.5282892733003712,0,0.0
51,-1.6528222972910844,6.323851911340519,0,0.0
52,-2.084582277878156,6.878174414474103,0,0.0
53,-0.6547126993744584,5.329630196612462,0,0.0
54,-0.8561967146734359,6.2930208042806175,0,0.0
55,-3.7277067891784266,9.500788768952127,0,0.0
56,-1.753205477976554,8.866265202150322,0,0.0
57,-0.5419100893104605,5.231909385267978,0,0.0
58,-2.110342892878336,6.352370517174312,0,0.0
59,-2.1086115756403734,8.745929797351277,0,0.0
60,-0.4787923725454571,5.72828967059352,0,0.0
61,-6.779403532275548,14.632499639778226,0,0.0
62,-0.6205687820782161,6.311966860976652,0,0.0
63,1.7705837426541968,4.49714082943997,0,0.0
64,-2.1358229844985948,6.359991097773957,0,0.0
65,0.12111044396562315,5.877905051729604,0,0.0
66,-0.7848321276661401,5.637998192903014,0,0.0
67,-0.975256049916568,5.471793212278381,0,0.0
68,-0.9315748539230267,6.7670639923977705,0,0.0
69,-8.77497875741585,16.247948644435386,0,0.0
70,-1.0382676155286756,7.441860370384911,0,0.0
71,-0.9432015717149476,5.540034455458216,0,0.0
72,-0.651500065926001,7.5857308627190365,0,0.0
73,-3.965442999020994,10.964985267026577,0,0.0
74,-0.8100424070600875,5.4899546375821995,0,0.0
75,-0.4979819192257074,4.9207537128478345,0,0.0
76,-2.6554073629850783,9.738896916033257,0,0.0
77,-0.5669808750164573,6.961576745731275,0,0.0
78,-1.724788604777583,6.045522183993733,0,0.0
79,-3.398053963668336,10.97405776367178,0,0.0
80,2.270098512685368,3.20536211883066,0,0.0
81,-1.0908460542030292,10.146087335937173,0,0.0
82,-0.4058868939769825,4.997237784964756,0,0.0
83,-1.0165946777100456,6.352675775427513,0,0.0
84,-2.1594414736142378,6.938155068918794,0,0.0
85,-3.1971684206625386,8.733719770470469,0,0.0
86,-3.056022250532375,7.7460753529227135,0,0.0
87,-2.3878094937740912,7.150918530218191,0,0.0
88,-0.60137338135787,7.658705708659397,0,0.0
89,-1.0118690710867175,5.875149679673338,0,0.0
90,-1.379178922999702,6.06058022591699,0,0.0
91,-3.512911870016341,8.708519658575185,0,0.0
92,0.19012364632352324,4.513567961655437,0,0.0
93,-2.857126265068328,7.657364553130471,0,0.0
