,Opportunity_cost
0,92.16348914043004
1,92.16348914043004
2,69.35858772339293
3,39.560482330610796
4,39.560482330610796
5,39.560482330610796
6,5.423890916157006
7,5.423890916157006
8,5.423890916157006
9,5.423890916157006
10,5.423890916157006
11,5.423890916157006
12,5.423890916157006
13,0.2973860970856208
14,0.2973860970856208
15,0.2973860970856208
16,0.2973860970856208
17,0.2973860970856208
18,0.2973860970856208
19,0.2973860970856208
20,0.2973860982343126
21,0.2973860982343126
22,0.2973860982343126
23,0.2973860982343126
24,0.2973860982343126
25,0.2973860982343126
26,0.2973860982343126
27,0.2973860982343126
28,0.2973860982343126
29,0.2973860982343126
30,0.2973860982343126
31,0.2973860982343126
32,0.2973860982343126
33,0.2973860982343126
34,0.2973860982343126
