,Opportunity_cost
0,268.7769620320928
1,268.78703369328
2,268.78850457243
3,268.7885046711292
4,268.7885046711292
5,108.2248483793766
6,90.90917124425675
7,83.07540953193711
8,83.07540953193711
9,23.440956770922753
10,23.440956770922753
11,6.825365917725435
12,6.825365917725435
13,6.825365917725435
14,6.825365917725435
15,0.07500296281966712
16,0.07500296293744668
17,0.07500296293744668
18,0.07500296293744668
19,0.07500296293744668
20,0.07500296293744668
21,0.07500296293744668
22,0.07500296293744668
23,0.07500296293744668
24,0.07500296293744668
25,0.07500296293744668
26,0.07500296293744668
27,0.07500296293744668
28,0.07500296293744668
29,0.07500296293744668
30,0.07500296293744668
31,0.07500296293744668
32,0.07500296293744668
33,0.07500296293744668
34,0.07500296293744668
