,Opportunity_cost
0,65.163504671233
1,65.163504671233
2,65.163504671233
3,65.163504671233
4,65.163504671233
5,65.163504671233
6,1.8609810620439475
7,1.8609810620439475
8,1.8609810620439475
9,1.8609810620439475
10,1.8609810620439475
11,1.8609810620439475
12,1.8609810620577605
13,1.8609810620577605
14,1.8609810620577605
15,1.8609810620577605
16,1.8609810620577605
17,1.8609810620577605
18,1.8609810620577605
19,1.8609810620577605
20,1.8609810620577605
21,1.8609810620577605
22,1.8609810620577605
23,1.8609810620577605
24,1.8609810620577605
25,1.8609810620577605
26,1.8609810620577605
27,1.8609810620577605
28,1.8609810620577605
29,1.8609810620577605
30,1.860981062057931
31,1.860981062057931
32,1.860981062057931
33,1.860981062057931
34,1.860981062057931
