,Opportunity_cost
0,20.163477723860865
1,20.163477723860865
2,20.16350467121589
3,20.16350467121589
4,20.16350467121589
5,20.16350467121589
6,20.16350467121589
7,20.16350467121589
8,20.16350467121589
9,20.16350467121589
10,20.16350467121589
11,20.16350467121589
12,20.16350467121589
13,20.16350467121589
14,20.163504671246983
15,1.2020971833378553
16,1.2020971833378553
17,1.2020971833378553
18,1.2020971833378553
19,1.2020971833378553
20,1.2020971833378553
21,1.2020971833378553
22,1.2020971833378553
23,1.2020971833378553
24,1.2020971833378553
25,1.2020971833378553
26,1.2020971833378553
27,1.2020971833378553
28,1.2020971833378553
29,1.2020971833378553
30,1.2020971833378553
31,1.2020971833378553
32,1.2020971833378553
33,1.2020971833378553
34,1.2020971833378553
