,Opportunity_cost
0,105.66350467124511
1,105.66350467124511
2,9.87335644496244
3,9.87335644496244
4,9.87335644496244
5,9.87335644496244
6,1.0435875795167817
7,1.0435875795167817
8,1.0435875795167817
9,1.0435875795167817
10,1.0435875795167817
11,1.0435875795167817
12,1.0435875795167817
13,1.0435875795167817
14,1.0435875795167817
15,1.0435875795167817
16,1.0435875795167817
17,1.0435875795167817
18,1.0435875795167817
19,1.0435875795167817
20,1.0435875795167817
21,1.0435875795167817
22,1.0435875795167817
23,1.0435875795167817
24,1.0435875795167817
25,1.0435875795167817
26,1.0435875795167817
27,1.0435875795167817
28,1.0435875795167817
29,1.0435875795167817
30,1.0435875795167817
31,1.0435875795167817
32,1.0435875795167817
33,1.0435875795167817
34,1.0435875795167817
