,Opportunity_cost
0,92.16348914043004
1,92.16348914043004
2,92.16348914043004
3,92.16350466897654
4,92.16350466897654
5,92.16350466897654
6,75.59429464603966
7,62.64233627175264
8,62.64233627175264
9,62.64233627175264
10,51.80479552855911
11,18.793604554260867
12,18.793604554260867
13,18.793604554260867
14,18.793604554260867
15,18.793604554260867
16,18.793604554260867
17,18.793604554260867
18,8.841680190199725
19,8.841680190199725
20,8.841680191348416
21,8.841680191348416
22,8.841680191348416
23,0.8000154339936785
24,0.8000154339936785
25,0.8000154339936785
26,0.8000154339936785
27,0.8000154339936785
28,0.8000154339936785
29,0.8000154339936785
30,0.8000154339936785
31,0.8000154339936785
32,0.8000154339936785
33,0.8000154339936785
34,0.8000154339936785
