,Opportunity_cost
0,268.78850467011694
1,268.78850467011694
2,268.78850467011694
3,268.78850467011694
4,80.20320040411289
5,80.20320040411289
6,80.20320040411289
7,65.08601694008661
8,24.587983092093282
9,24.587983092093282
10,8.147520549259298
11,8.147520549259298
12,8.147520549259298
13,8.147520549259298
14,8.147520549259298
15,8.147520549259298
16,0.7107298509811812
17,0.7107298520838867
18,0.7107298520838867
19,0.7107298520838867
20,0.7107298520838867
21,0.7107298520838867
22,0.7107298520838867
23,0.006794528332818572
24,0.006794528332818572
25,0.006794528332818572
26,0.006794528332818572
27,0.006794528332818572
28,0.006794528332818572
29,0.006794528332818572
30,0.006794528332818572
31,0.006794528332818572
32,0.006794528346233619
33,0.006794528346233619
34,0.006794528346233619
