,Opportunity_cost,Y,C_bool,recommended_val,optimum
0,0.0,-0.7771003437089218,0,0.0,0.0
1,0.0,1.03052834944544,1,0.0,0.0
2,0.0,0.3404058857225758,0,0.0,0.0
3,0.0,-0.7186832729440829,0,0.0,0.0
4,0.0,-0.7966472226472344,0,0.0,0.0
5,0.7693017365801027,1.0085210436007317,1,1.1190130435405736,1.8883147801206763
6,0.05279852600739843,0.9836081934801207,1,1.835516254113278,1.8883147801206763
7,0.769288181116722,1.7558317398234704,1,1.1190265990039543,1.8883147801206763
8,0.0012896430066366982,1.914203116593619,1,1.8870251371140396,1.8883147801206763
9,9.537986178109747e-05,1.5929555571328164,1,1.8882194002588952,1.8883147801206763
10,0.0007022573749155825,0.6568912321216992,1,1.8876125227457607,1.8883147801206763
11,0.0007516877996129878,1.1018802091582112,1,1.8875630923210633,1.8883147801206763
12,0.001052683990203196,1.738562854623271,1,1.8872620961304731,1.8883147801206763
13,0.00014671526676934832,0.7006413942220375,1,1.888168064853907,1.8883147801206763
14,0.00016638364489462987,0.6641200225673367,1,1.8881483964757817,1.8883147801206763
15,0.00016229493827291108,0.6810370343927598,1,1.8881524851824034,1.8883147801206763
16,0.00015850622525270808,0.6780159847375269,1,1.8881562738954236,1.8883147801206763
17,0.0001597457166180316,0.6812476626646926,1,1.8881550344040583,1.8883147801206763
18,0.0001696290727262184,0.6741804692101582,1,1.88814515104795,1.8883147801206763
19,0.00016419309290727213,0.6704347916170024,1,1.888150587027769,1.8883147801206763
20,0.0001644329101662123,0.7257793237308637,1,1.8881503472105101,1.8883147801206763
21,0.00016453851492026494,0.6344572576920906,1,1.8881502416057563,1.8883147801206766
22,0.00016953423520615907,0.6666274603571802,1,1.8881452458854704,1.8883147801206766
23,0.00016138876857341167,0.7074517255270656,1,1.8881533913521034,1.8883147801206768
24,0.00016723811719954185,0.6749283073603806,1,1.8881475420034772,1.8883147801206768
25,0.00016491210364444342,0.673563356104997,1,1.8881498680170323,1.8883147801206768
26,0.00016850559880143834,0.6928267044600563,1,1.8881462745218753,1.8883147801206768
27,0.00017220794563055364,0.6650239659393336,1,1.8881425721750462,1.8883147801206768
28,0.0001685979237819879,0.6365162116975047,1,1.8881461821968948,1.8883147801206768
29,0.00016240171415260463,0.6373644087688121,1,1.8881523784065242,1.8883147801206768
30,0.0001652023250562351,0.6458403419896258,1,1.8881495777956205,1.8883147801206768
31,0.0001638027319121882,0.6847414182928433,1,1.8881509773887646,1.8883147801206768
32,0.00016358711781139235,0.6813618469770667,1,1.8881511930028654,1.8883147801206768
