,Opportunity_cost,Y,C_bool
0,0.0,172.125001079041,0
1,0.0,140.62500111751086,0
2,0.0,68.62500049884878,0
3,0.0,28.124999509573815,0
4,0.0,5.624999615190743,0
5,0.0,406.124999885015,0
6,0.0,95.62500084671387,0
7,0.0,257.6250012360743,0
8,0.0,289.1250011879187,0
9,0.0,32.624999108907936,0
10,0.0,232.3970865719266,0
11,193.90861814844686,259.3849527419435,0
12,193.34193760638516,245.97612476780947,1
13,245.97612476780947,194.94036185336284,0
14,245.97612476780947,280.00285438774443,0
15,245.97612476780947,273.778022278495,0
16,245.97612476780947,282.13086610813207,0
17,265.98485317808627,217.7202575220089,1
18,266.826456485654,230.03405229536835,0
19,266.5158391538262,149.98566469502853,0
20,266.76541647537715,230.16008823786578,0
21,261.1930138130691,313.34854564258353,0
22,265.51591097274365,161.35997102940155,0
23,265.6044303002355,221.66717151468416,0
24,265.49467843882354,214.13639384275697,1
25,266.6554538994917,152.82386100314426,0
26,266.81567442116386,123.14262153918895,0
27,266.7102784739596,182.54085632629753,0
28,266.46510605726075,187.65829341174097,1
29,266.48191538524605,285.9091823511288,0
30,266.6859007005058,250.17341097367685,0
31,265.5810342220151,303.28953704614753,0
32,265.5234200624854,233.55149768837433,0
33,265.45532123234534,233.52735550930868,0
34,265.3108122395567,243.61691734894004,0
35,265.9321704410473,213.0535723583366,0
36,266.46719553159693,207.02757762747717,0
37,266.8874204220655,280.00285438774443,0
38,266.87656226969534,273.778022278495,0
39,266.87692415787956,217.7202575220089,1
