,Opportunity_cost
0,215.66356289934973
1,213.00884933112306
2,230.11484201728967
3,425.8943996688531
4,266.08728535078296
5,264.1453144623551
6,268.84843122195406
7,265.89215764333443
8,266.58118555965297
9,266.45205932712895
10,267.90757511016017
11,267.5914014012292
12,268.521584181593
13,268.08477298023115
14,267.9805851786639
15,267.9744260287948
16,268.0954794510004
17,267.9256003200245
18,267.8998995734449
19,268.29664393211647
20,267.99832287191094
21,268.0871937317645
22,268.1717785009704
23,268.329978199984
24,268.16536243259463
25,268.2638585758248
26,268.27578163936965
27,268.08996109535025
28,268.24700526421157
29,268.209739922521
30,268.2728627308738
31,268.2611319146735
32,268.1667619004332
33,268.2074410497297
34,268.18154299210016
35,268.2274089683295
36,268.25926511714886
37,268.3531411369274
38,268.3638594240995
39,268.3802986603939
40,268.35110934521555
41,268.41764859660077
42,268.3664873093304
43,268.3903545886654
44,268.4538032562169
