,Opportunity_cost
0,282.729840728666
1,285.0028085706407
2,232.46752272756947
3,233.55008014172913
4,231.42660285242715
5,239.3609345535869
6,241.6541725170303
7,243.17511259375482
8,264.4852128952749
9,265.3939178432763
10,266.1234513912567
11,267.2321510793109
12,268.7465006364069
13,264.65164724019127
14,264.8314028349135
15,266.0723945291609
16,268.32678146346944
17,267.9010942846121
18,268.16273324074376
19,268.4839562661147
20,268.4608363525095
21,268.48066363262984
22,268.3990942786529
23,268.58829121995865
24,268.47928915988365
25,268.4613250532799
26,268.5296691613944
27,268.5289283453343
28,268.5442070538088
29,268.5318969238001
30,268.5348646054826
31,268.5997488236432
32,268.5551386648921
33,268.57445079001445
34,268.5907795732851
35,268.6208553184048
36,268.61652552387767
37,268.6275424872998
38,268.63799051135425
39,268.63134805178106
40,268.630411463103
41,268.5869392949795
42,268.5918403728912
43,268.60193834221957
44,268.5842726699502
