,Opportunity_cost,Y,C_bool
0,0.0,-5333.333333333334,0
1,0.0,-2831.6745301087085,0
2,0.0,-2499.9999999999986,0
3,0.0,6826.36109931532,0
4,0.0,6335.880402405792,0
5,0.0,-497.82638625509026,0
6,0.0,1835.9605199186735,0
7,0.0,7666.666666666667,0
8,0.0,6166.666666666664,0
9,0.0,4504.309190511498,0
10,0.0,2332.9824903821773,0
11,0.0,-4333.333333333332,0
12,0.0,-2667.606261071169,0
13,0.0,1333.2930604623834,0
14,0.0,-1666.666666666667,0
15,0.0,-333.33333333333326,0
16,0.0,333.33333333333394,0
17,0.0,-1000.0,0
18,0.0,11378.170879245223,1
19,11372.108680937883,11595.706371232327,0
20,11372.10716971706,11706.79090388321,1
21,11704.15187849335,12138.832894939156,1
22,12143.615479940212,11405.231841521796,0
23,12143.572281423676,11941.470214403314,1
24,12143.420782176889,8029.41001761366,0
25,12143.390933474324,12101.084032937863,1
26,12108.627675800897,12113.074189821473,1
27,12108.523404538257,12110.901835729022,1
28,12111.012778139213,12110.396452997913,1
29,12111.009115519417,12112.310703935327,1
30,12111.04162954284,12104.643393978906,1
31,12110.655563851293,12109.60460367355,1
32,12110.659829635864,12109.32367035727,1
33,12110.577596916624,12118.72301228093,1
34,12110.55456921385,12137.898884611319,1
35,12108.493883632053,12150.34954554746,1
36,12143.539952746485,11862.051351146381,1
37,12110.765865467216,12106.968975240788,1
38,12110.77060680499,12110.08355920436,1
39,12110.86055642954,12115.886395109295,1
40,12110.758410455637,12118.75145529019,1
41,12110.892781768593,12114.675110321818,1
42,12110.920892442387,12115.10886865765,1
43,12110.960508006836,12105.03104116392,1
44,12110.824841770216,12119.944414500025,1
45,12110.934721559832,12106.95355111345,1
46,12110.970216147301,12103.904286365798,1
47,12110.869825254325,12117.054331160509,1
48,12110.851313131494,12109.594672641993,1
49,12110.90294021876,11925.896810484735,1
50,12110.76665947476,12137.097770481025,1
51,12142.152614822864,12051.159825384817,1
52,12142.1405542109,12099.925204921605,1
53,12101.839495539918,12183.079299087987,1
54,12178.316056591215,12184.963226333368,1
55,12176.745535272654,12168.315091203258,1
56,12175.307766243559,12174.457164240972,1
57,12173.367509557114,12170.54862351928,1
58,12172.019445000724,12171.470152032234,1
59,12172.034696180915,12169.971704133031,1
60,12171.984909758863,12159.618817202989,1
61,12171.884739583287,12170.406425925003,1
62,12171.986121563508,12173.992461884724,1
63,12171.88358370911,12163.735634509863,1
64,12168.402710228784,12170.813595161831,1
65,12168.459279751425,12181.048444929253,1
66,12168.68917930736,12163.575128449382,1
67,12168.654834101117,12176.504730907835,1
68,12168.503249788166,12192.750092808159,1
69,12171.81881064423,12182.386526917411,1
70,12171.840265174138,12174.86778204435,1
71,12171.872957204672,12182.863516301693,1
72,12172.026716397082,12180.429162099257,1
73,12171.839879857882,12176.608772590627,1
74,12171.987705464686,12175.109942208912,1
75,12171.955912962749,12180.506454167631,1
76,12171.964154159416,12179.453999587431,1
77,12172.047287341155,12097.769853558431,1
