,Opportunity_cost,Y,C_bool
0,0.0,-5333.333333333334,0
1,0.0,-831.5774770413691,0
2,0.0,1001.6337826426725,0
3,0.0,-333.33333333333326,0
4,0.0,-2667.3431857124124,0
5,0.0,7664.694033990076,0
6,0.0,7666.608627439152,0
7,0.0,5667.11335372149,0
8,0.0,667.7516626518318,0
9,0.0,-500.0,0
10,0.0,4833.393820245119,0
11,0.0,7167.62891385725,0
12,0.0,7666.666666666667,0
13,0.0,-1000.0,0
14,0.0,-1333.0514749386102,0
15,0.0,-2167.392341283169,0
16,0.0,-1666.666666666667,0
17,0.0,7995.97490046444,0
18,0.0,3848.100116400068,1
19,3850.653936496164,8149.317671712218,1
20,8147.501140661057,8448.072685512707,1
21,8448.078569707985,202.71709632315287,1
22,8448.083693816265,4076.361530859658,1
23,8448.108749904755,10149.848162626131,1
24,10152.975902563358,9139.524277859351,1
25,10153.002637109083,12610.953568201021,1
26,12609.99078982712,8930.69043397153,1
27,12610.004335749678,11823.099804299705,1
28,12610.002496468032,14665.704581663496,1
29,14665.607453441984,11492.974942405832,1
30,14665.60468894177,12010.258362215794,1
31,14665.59048892455,7688.388096989517,1
32,14665.571766421432,8905.086295558041,1
33,14665.617702625126,14112.89467784559,1
34,14665.630216881615,14217.165906921131,1
35,14665.63015881642,13782.948714306407,1
36,14665.6665747643,10492.880359422863,1
37,14665.656129918914,13465.935451721729,1
38,14665.62410970326,11376.347640320993,1
39,14665.647501270876,14191.931034866466,1
40,14665.622139675095,14365.224248464576,1
41,14665.650079088158,13887.527956872873,1
42,14665.675661386553,10102.108213047777,1
43,14665.629665173949,13534.7919477253,1
44,14665.587169736114,14025.559575452502,1
45,14665.605724125446,8952.617902559297,1
46,14665.699626514974,12944.524176394774,1
47,14665.60102477202,14040.133819832721,1
48,14665.65799945069,10999.213815985768,1
49,14665.664369208956,14088.690067612537,1
50,14665.607930505652,13348.920008219851,1
51,14665.685161188454,13144.625076230277,1
52,14665.59315998876,13355.243161819755,1
53,14665.635762644573,13747.199348762977,1
54,14665.598128734498,14196.659160128533,1
55,14665.687600282405,13623.226868188158,1
56,14665.695714757117,14262.224950238971,1
57,14665.623090713067,14253.608761850399,1
58,14665.642031384217,11985.721198260233,1
59,14665.631828757041,13660.84972151531,1
60,14665.612402847457,13674.961194058062,1
61,14665.659838663825,13961.00159658911,1
62,14665.672019695565,14467.676250869928,1
63,14665.5665771497,13713.287900514548,1
64,14665.618295820648,11051.764607296602,1
65,14665.651708612428,14360.676036496112,1
66,14665.606501996293,13288.056246106611,1
67,14665.714223336152,13518.549163079868,1
68,14665.693437526674,14088.262775398987,1
69,14665.618019101405,13332.406982575325,1
70,14665.64414742012,12425.463198982663,1
71,14665.610506859746,14491.704589843612,1
72,14665.59806376093,13229.66540935461,1
73,14665.60413636953,13763.401714048214,1
74,14665.611651608575,14229.043803647859,1
75,14665.6485130858,13758.777157092856,1
76,14665.678771353783,13681.751133514004,1
77,14665.601574803304,13390.823558560805,1
