,Opportunity_cost,Y,C_bool
0,0.0,-3000.0,0
1,0.0,-4999.999999999999,0
2,0.0,-1166.666666666667,0
3,0.0,3333.2871076796473,0
4,0.0,-333.33333333333326,0
5,0.0,12108.686287099614,0
6,0.0,-166.66666666666652,0
7,0.0,8329.657395667386,0
8,0.0,-4333.333333333332,0
9,0.0,-5841.098541484979,0
10,0.0,-1837.924794033138,0
11,0.0,2999.6256051469863,0
12,0.0,-2333.333333333333,0
13,0.0,5669.563658010969,0
14,0.0,3660.9926728060764,0
15,0.0,3667.69944271673,0
16,0.0,1000.2655077977361,0
17,0.0,-3498.3776776588475,0
18,0.0,11056.46666216803,1
19,11057.110519141004,11187.948221243316,1
20,11188.991790352124,11379.005180583947,1
21,11381.080389782752,12402.138113888483,1
22,12409.446095730958,13232.251389766781,1
23,13216.89417068165,13307.047381004322,1
24,13300.933464479553,12846.987026962426,1
25,13301.124846215223,12108.047454531144,1
26,13300.982846855783,13184.02655983005,1
27,13300.976348166418,13063.777292636223,1
28,13301.01628919618,12963.946842625599,1
29,13300.960134092486,12673.527489870234,1
30,13300.994102272289,12597.60225758356,1
31,13301.000014226103,12417.20720458445,1
32,13300.93813775709,12136.023259779573,1
33,13301.047674128553,13380.794138380694,1
34,13378.948968445397,12893.563670265012,1
35,13378.98523714756,12609.666743029433,1
36,13378.905403113347,13177.131404035608,1
37,13378.938798273013,12913.550457267283,1
38,13378.980302427864,13612.63492720458,1
39,13618.503166108876,13163.649151804755,1
40,13618.452899740989,13100.153438997473,1
41,13618.395972195134,13490.714906779314,1
42,13618.371636267313,12139.616270190894,1
43,13618.39180083205,10766.60766554461,1
44,13618.438042534395,13536.404183691175,1
45,13618.454896224612,13210.216656967521,1
46,13618.45745090267,11748.497915135438,1
47,13618.405536328126,13118.321911492436,1
48,13618.40980748609,13644.322029816069,1
49,13651.044420764169,13204.47171315282,1
50,13651.236448313197,13942.865215274047,1
51,13939.604089362347,13247.019456249178,1
52,13939.56531517464,12864.431110116344,1
53,13939.60665835766,11828.327526306766,1
54,13939.594378484591,13146.596270994032,1
55,13939.615079430621,12815.481711049717,1
56,13939.701809472355,13550.639551057367,1
57,13939.540193138451,12737.971284638454,1
58,13939.553170728976,13109.531653062153,1
59,13939.66464291529,13778.163579498461,1
60,13939.531640660196,13496.879477732447,1
61,13939.535359286707,13536.410010925723,1
62,13939.50880301516,12781.263246947434,1
63,13939.666753771698,13318.79018134255,1
64,13939.589340455037,13127.650846397606,1
65,13939.543959663457,13274.629422496822,1
66,13939.643286324197,13661.460902793739,1
67,13939.796455868416,13888.159970666595,1
68,13939.689353597325,13617.00480970326,1
69,13939.638680335736,13529.270337885886,1
70,13939.617088780045,13647.498763081696,1
71,13939.636099985924,13457.477438549966,1
72,13939.744845618696,13585.631592438658,1
73,13939.575935489744,13388.233093866096,1
74,13939.632103166658,13262.026766838568,1
75,13939.611001083505,13193.84342684536,1
76,13939.572678748846,12500.443158110531,1
77,13939.601431144192,13170.739745246865,1
