,Opportunity_cost,Y,C_bool
0,0.0,2800.201796344756,0
1,0.0,2694.3030343931277,0
2,0.0,9018.591693106038,0
3,0.0,67.23714107401611,0
4,0.0,1308.1292112784304,0
5,0.0,8555.422613902392,0
6,0.0,1488.824562288828,0
7,0.0,-6194.444444444443,0
8,0.0,-2089.0225606173326,0
9,0.0,7329.56653511259,0
10,0.0,2733.9307686208012,1
11,0.0,-4394.4444444444425,0
12,0.0,8426.622698065745,0
13,0.0,-38.6422036696913,0
14,0.0,3198.5006502922006,0
15,0.0,-1128.5570945511172,0
16,0.0,1668.1826185326845,0
17,0.0,-5400.16666178466,0
18,0.0,8674.819520158426,0
19,0.0,8740.800206225163,0
20,0.0,8723.049605890488,0
21,0.0,8802.963674593351,0
22,0.0,9000.670408132286,0
23,0.0,8999.557285145893,0
24,0.0,8996.835458574704,0
25,0.0,8997.833801057495,0
26,0.0,9001.15266122518,0
27,0.0,9001.80783692501,0
28,0.0,8998.56370959631,0
29,0.0,9002.094781463773,0
30,0.0,9000.173410163512,0
31,0.0,9000.697509811478,0
32,0.0,9000.567559372459,0
33,0.0,8997.610642028692,0
34,0.0,9001.230865959205,0
35,0.0,9000.974612065158,0
36,0.0,9001.684446071165,0
37,0.0,9001.347435734351,0
38,0.0,8999.097404251708,0
39,0.0,9001.538313149547,0
40,0.0,8998.284298419188,0
41,0.0,9000.117580728584,0
42,0.0,8996.622763292755,0
43,0.0,8998.91566465221,0
44,0.0,8998.75679398482,0
45,0.0,9001.791688816367,0
46,0.0,9001.152415998233,0
47,0.0,8999.921223658268,0
48,0.0,8999.61188236004,0
49,0.0,7675.766880454703,0
50,0.0,8333.464035505822,0
51,0.0,7525.397120563661,0
52,0.0,9476.98576655483,0
53,0.0,8916.192378310378,0
54,0.0,8902.932450995308,0
55,0.0,9802.745473837414,0
56,0.0,9735.479112731273,0
57,0.0,9999.169511457494,0
58,0.0,10001.70924408911,0
59,0.0,9999.638712370794,0
60,0.0,9996.902329225137,0
61,0.0,10000.453862541763,0
62,0.0,9998.700644572735,0
63,0.0,10000.138817104002,0
64,0.0,10000.359886934817,0
65,0.0,10002.131515074441,0
66,0.0,9999.58156300884,0
67,0.0,10001.13469311675,0
