,Opportunity_cost,Y,C_bool
0,0.0,9527.705982057732,0
1,0.0,-1861.735893242012,0
2,0.0,1427.7208040544465,0
3,0.0,-1800.1696500741255,0
4,0.0,6423.1859918774135,0
5,0.0,10505.299951690282,0
6,0.0,-1954.244322837476,0
7,0.0,-2267.1116749900775,0
8,0.0,-3153.764995576501,0
9,0.0,244.85773221243653,0
10,0.0,-2890.5095517628106,0
11,0.0,-3866.754984680655,0
12,0.0,2912.183991903983,1
13,0.0,7310.140493968671,0
14,0.0,-6505.555555555552,0
15,0.0,-5583.333333333333,0
16,0.0,-3516.6666666666633,0
17,0.0,9350.368552645265,1
18,0.0,10502.185496723549,0
19,0.0,10731.019165237776,0
20,0.0,9733.961874531953,0
21,0.0,10006.741410288689,0
22,0.0,10582.884266815821,0
23,0.0,12312.560082610169,0
24,0.0,12126.031638629782,0
25,0.0,12075.097154352949,1
26,0.0,12277.865270884844,1
27,0.0,12398.427011602078,0
28,0.0,12313.648044082156,0
29,0.0,12640.760201995949,0
30,0.0,12793.151665735233,0
31,0.0,12779.72324194481,0
32,0.0,12775.1165920835,0
33,0.0,12775.407663363321,0
34,0.0,12771.17685915371,0
35,0.0,12772.686196693241,0
36,0.0,12770.413443118443,0
37,0.0,12765.447746042504,0
38,0.0,12770.48619193943,0
39,0.0,12771.02931738652,0
40,0.0,12768.833835563757,0
41,0.0,12767.873856234051,0
42,0.0,12766.147224338716,0
43,0.0,12768.665601936029,0
44,0.0,12766.086728006263,0
45,0.0,12766.657928640201,0
46,0.0,12765.952732077647,0
47,0.0,12768.580421571507,0
48,0.0,12765.357591473992,0
49,0.0,12763.524658487593,0
50,0.0,12767.460454048556,0
51,0.0,12764.61164814424,0
52,0.0,12761.516883874601,0
53,0.0,12767.804648084222,0
54,0.0,12762.658595564222,0
55,0.0,12765.16119949123,0
56,0.0,12761.319776838951,0
57,0.0,12769.736273192964,0
58,0.0,12770.158801255657,0
59,0.0,12764.540403704701,0
60,0.0,12766.230914382344,0
61,0.0,12761.242676739146,0
62,0.0,12764.925162620018,0
63,0.0,12763.061265085227,0
64,0.0,12765.202835099448,0
65,0.0,12763.889862583153,0
66,0.0,12762.052460229446,0
67,0.0,12765.361260304566,0
