,Opportunity_cost,Y,C_bool
0,0.0,-5933.08944961101,0
1,0.0,-2445.14645067319,0
2,0.0,3198.53048912112,0
3,0.0,422.12769293720885,0
4,0.0,12489.592768492297,1
5,0.0,-5755.928109061409,0
6,0.0,-4689.311593432169,0
7,0.0,9349.99657467863,0
8,0.0,7245.494435216047,0
9,0.0,-7250.0,0
10,0.0,9960.66902681086,0
11,0.0,10382.155245033528,1
12,0.0,2022.1035159933272,0
13,0.0,-377.73081058077696,0
14,0.0,955.1322477925514,0
15,0.0,-6194.444444444443,0
16,0.0,3731.5604229208,0
17,0.0,8807.014105236341,1
18,12488.87755015559,12488.7472816197,1
19,12488.89597045486,13472.419082046748,1
20,13473.109928384545,13560.819839691765,1
21,13560.414288611033,14010.989735821646,1
22,14008.83393752836,14092.330916744162,1
23,14091.733412358575,14099.292024390348,1
24,14099.14731540642,14109.050175234397,1
25,14109.676684868866,14252.076781654281,1
26,14251.960925151807,13727.609416015352,1
27,14251.969714903993,14400.885142906383,1
28,14402.21621929801,14698.102117459119,1
29,14699.17815527514,14933.095758776792,1
30,14933.884264140434,14917.451942526932,1
31,14917.101797760832,14916.841740102805,1
32,14917.080462143636,14917.61696449112,1
33,14917.088948801986,14917.199506497134,1
34,14917.07433690536,14916.981664172872,1
35,14917.06399136946,14918.667149293171,1
36,14917.099755259693,14915.531334158979,1
37,14917.108418828577,14917.515032380514,1
38,14917.076793024247,14917.740678863789,1
39,14917.082398104709,14917.910536573883,1
40,14917.088482276533,14919.107668729437,1
41,14917.097366723472,14918.173081515739,1
42,14917.086320259774,14915.918956197489,1
43,14917.079159004767,14916.569606245132,1
44,14917.078560050082,14916.134021049671,1
45,14917.08731127105,14918.051429057505,1
46,14917.064916878182,14916.491540880437,1
47,14917.080979696899,14918.350899862478,1
48,14917.067823254827,14917.754035959031,1
49,14917.083256135362,14916.067191443788,1
50,14917.073511666673,14918.293833029165,1
51,14917.08264057188,14917.742064628048,1
52,14917.091906400436,14917.499613652504,1
53,14917.080411747853,14918.878278196997,1
54,14917.091221718976,14917.596631532288,1
55,14917.086707724411,14916.185071222466,1
56,14917.071747970089,14915.486732471058,1
57,14917.086906925071,14917.615582922816,1
58,14917.076098306688,14916.1057920983,1
59,14917.0595413841,14918.665525993521,1
60,14917.081006888706,14917.466927058846,1
61,14917.072359923512,14918.47112237358,1
62,14917.09485031213,14916.966581173532,1
63,14917.077740847588,14915.19312040203,1
64,14917.104626503893,14916.501853297068,1
65,14917.070799893803,14916.139102899553,1
66,14917.090050548464,14916.053677614153,1
67,14917.06919491108,14918.19704632925,1
