,Opportunity_cost
0,2.6322373568093766
1,1.1731185785529448
2,1.1731185785529448
3,0.3848066767975311
4,0.3582233348503223
5,0.15666703319293163
6,0.0021026841258162676
7,0.0002352982212983079
8,0.0002352982212983079
9,0.0002352982212983079
10,0.00012760676431611273
11,0.00012760676431611273
12,0.00012760676431611273
13,0.00012760676431611273
14,0.00012760676431611273
15,0.00012760676431611273
16,0.00012760676431611273
17,7.103557763343815e-05
18,7.103557763343815e-05
19,5.937691172874793e-05
20,4.811654345360239e-05
21,4.811654345360239e-05
22,4.811654345360239e-05
23,4.811654345360239e-05
24,4.811654345360239e-05
25,4.811654345360239e-05
26,4.811654345360239e-05
27,4.811654345360239e-05
28,4.811654345360239e-05
29,4.811654345360239e-05
30,4.811654345360239e-05
31,4.811654345360239e-05
32,4.811654345360239e-05
33,4.811654345360239e-05
34,4.811654345360239e-05
35,4.811654345360239e-05
36,4.811654345360239e-05
37,4.811654345360239e-05
38,4.811654345360239e-05
39,4.811654345360239e-05
40,4.811654345360239e-05
41,4.811654345360239e-05
42,4.811654345360239e-05
43,4.811654345360239e-05
44,4.811654345360239e-05
