,Opportunity_cost
0,8.737253802686269
1,8.737254976952727
2,2.5815553280377515
3,0.4846507925147776
4,0.26386969868318744
5,0.23943605031148962
6,0.03024264006310773
7,0.029795853544747786
8,0.0005695990036684861
9,0.0005695990036684861
10,0.00022698067542137323
11,0.0001543212177423925
12,0.00011599619320890042
13,9.827114320160035e-05
14,8.350055256300948e-05
15,8.350055256300948e-05
16,6.816476057736054e-05
17,6.142502044781395e-05
18,5.318743458815334e-05
19,5.087792893476717e-05
20,4.5578015829050855e-05
21,4.5578015829050855e-05
22,4.256315305184444e-05
23,4.256315305184444e-05
24,4.256315305184444e-05
25,4.256315305184444e-05
26,4.256315305184444e-05
27,4.256315305184444e-05
28,4.256315305184444e-05
29,4.256315305184444e-05
30,4.256315305184444e-05
31,4.256315305184444e-05
32,4.256315305184444e-05
33,4.256315305184444e-05
34,4.256315305184444e-05
35,4.256315305184444e-05
36,4.256315305184444e-05
37,4.256315305184444e-05
38,4.256315305184444e-05
39,4.256315305184444e-05
40,4.256315305184444e-05
41,4.256315305184444e-05
42,4.256315305184444e-05
43,4.256315305184444e-05
44,4.256315305184444e-05
