,Opportunity_cost
0,6.485680805891938
1,5.054733493633307
2,5.054733493633307
3,4.956125506066691
4,2.521638347746176
5,0.06702492478849109
6,0.01649011234879083
7,0.01649011234879083
8,0.0005110060166941821
9,0.0001839491224302492
10,0.00011624816267641336
11,0.00010079972442866847
12,0.00010079972442866847
13,9.796207812939883e-05
14,9.082766204926429e-05
15,9.082766204926429e-05
16,9.082766204926429e-05
17,9.082766204926429e-05
18,9.082766204926429e-05
19,5.964592881468889e-05
20,5.6037568413103145e-05
21,5.3723702436059284e-05
22,4.847876282809693e-05
23,4.3126550714589484e-05
24,4.3126550714589484e-05
25,4.3126550714589484e-05
26,3.772358787301755e-05
27,3.772358787301755e-05
28,3.772358787301755e-05
29,3.772358787301755e-05
30,3.772358787301755e-05
31,3.772358787301755e-05
32,3.772358787301755e-05
33,3.772358787301755e-05
34,3.772358787301755e-05
35,3.772358787301755e-05
36,3.772358787301755e-05
37,3.772358787301755e-05
38,3.772358787301755e-05
39,3.772358787301755e-05
40,3.772358787301755e-05
41,3.772358787301755e-05
42,3.772358787301755e-05
43,3.772358787301755e-05
44,3.772358787301755e-05
