,Opportunity_cost
0,14.44057291252588
1,0.28315406067929416
2,0.28315406067929416
3,0.07602954458253208
4,0.007306916315464207
5,0.0004640912949724907
6,0.0004434250882638935
7,0.0004434250882638935
8,0.00025453792345331294
9,0.00023077544014427076
10,0.00023077544014427076
11,0.00011015420129467657
12,0.0001054046993118618
13,0.00010042663728171419
14,0.00010042663728171419
15,8.818834787405194e-05
16,8.818834787405194e-05
17,8.818834787405194e-05
18,8.818834787405194e-05
19,8.818834787405194e-05
20,8.818834787405194e-05
21,8.818834787405194e-05
22,8.818834787405194e-05
23,8.818834787405194e-05
24,8.818834787405194e-05
25,8.818834787405194e-05
26,8.818834787405194e-05
27,8.818834787405194e-05
28,8.818834787405194e-05
29,8.818834787405194e-05
30,8.818834787405194e-05
31,8.818834787405194e-05
32,8.818834787405194e-05
33,8.818834787405194e-05
34,8.818834787405194e-05
35,8.818834787405194e-05
36,8.818834787405194e-05
37,8.818834787405194e-05
38,8.818834787405194e-05
39,8.818834787405194e-05
40,8.818834787405194e-05
41,8.818834787405194e-05
42,8.818834787405194e-05
43,8.818834787405194e-05
44,8.818834787405194e-05
