,Opportunity_cost
0,0.287617495300708
1,0.06524174853464615
2,0.0015007214325848395
3,0.0005378121638557332
4,0.0005378121638557332
5,0.0005378121638557332
6,0.0005378121638557332
7,0.0001620969365561109
8,0.0001620969365561109
9,0.0001620969365561109
10,0.0001620969365561109
11,0.0001620969365561109
12,9.382809145819238e-05
13,9.382809145819238e-05
14,9.382809145819238e-05
15,9.382809145819238e-05
16,9.213366490001818e-05
17,7.35725706562107e-05
18,5.5343996990586675e-05
19,5.5343996990586675e-05
20,5.5343996990586675e-05
21,5.5343996990586675e-05
22,5.5343996990586675e-05
23,5.5343996990586675e-05
24,5.1805934170090495e-05
25,4.8998160295354865e-05
26,4.2509083783670576e-05
27,4.2509083783670576e-05
28,4.2509083783670576e-05
29,4.2509083783670576e-05
30,4.2509083783670576e-05
31,4.2509083783670576e-05
32,4.2509083783670576e-05
33,4.2509083783670576e-05
34,4.2509083783670576e-05
35,4.2509083783670576e-05
36,4.2509083783670576e-05
37,4.2509083783670576e-05
38,4.2509083783670576e-05
39,4.2509083783670576e-05
40,4.2509083783670576e-05
41,4.2509083783670576e-05
42,4.2509083783670576e-05
43,4.2509083783670576e-05
44,4.2509083783670576e-05
