,Opportunity_cost
0,2.479808730879114
1,0.3987382812902496
2,0.0634694871527941
3,0.0039004771662689564
4,0.0003271187464051195
5,0.0003271187464051195
6,0.00014109132713002737
7,0.00014042791639212737
8,0.00014042791639212737
9,0.0001404279163992328
10,0.0001404279163992328
11,9.178955839672653e-05
12,8.70439375830756e-05
13,8.310939549005525e-05
14,8.310939549005525e-05
15,8.310939549005525e-05
16,8.310939549005525e-05
17,8.310939549005525e-05
18,8.310939549005525e-05
19,8.310939549005525e-05
20,8.310939549005525e-05
21,8.310939549005525e-05
22,8.310939549005525e-05
23,8.310939549005525e-05
24,8.310939549005525e-05
25,8.310939549005525e-05
26,8.310939549005525e-05
27,8.310939549005525e-05
28,8.310939549005525e-05
29,8.310939549005525e-05
30,8.310939549005525e-05
31,8.310939549005525e-05
32,8.310939549005525e-05
33,8.310939549005525e-05
34,8.310939549005525e-05
35,8.310939549005525e-05
36,8.310939549005525e-05
37,8.310939549005525e-05
38,8.310939549005525e-05
39,8.310939549005525e-05
40,8.310939549005525e-05
41,8.310939549005525e-05
42,8.310939549005525e-05
43,8.310939549005525e-05
44,8.310939549005525e-05
