,Opportunity_cost
0,2.372694121649509
1,1.3897544979738683
2,0.5165281517133735
3,0.5165281517133735
4,0.031171188085941992
5,0.031171188085941992
6,0.00036176662464981746
7,0.00016872467961093207
8,0.00011870876084429938
9,9.886684583193528e-05
10,9.886684583193528e-05
11,9.886684583193528e-05
12,9.886684583193528e-05
13,9.886684583193528e-05
14,9.886684583193528e-05
15,9.886684583193528e-05
16,3.9231230211100865e-05
17,3.9231230211100865e-05
18,3.9231230211100865e-05
19,3.9231230211100865e-05
20,3.9231230211100865e-05
21,3.3923421931092435e-05
22,3.0565144697902724e-05
23,1.9856332897916218e-05
24,1.9661414214056094e-05
25,1.4699346301938476e-05
26,1.4699346301938476e-05
27,1.4699346301938476e-05
28,1.4699346301938476e-05
29,1.4699346301938476e-05
30,1.4699346301938476e-05
31,1.4699346301938476e-05
32,1.4699346301938476e-05
33,1.4699346301938476e-05
34,1.4699346301938476e-05
35,1.4699346301938476e-05
36,1.4699346301938476e-05
37,1.4699346301938476e-05
38,1.4699346301938476e-05
39,1.4699346301938476e-05
40,1.4699346301938476e-05
41,1.4699346301938476e-05
42,1.4699346301938476e-05
43,1.4699346301938476e-05
44,1.4699346301938476e-05
