,Opportunity_cost
0,4.1260042635937495
1,3.1430490174640724
2,2.903532199758004
3,1.0337808162923423
4,0.06676281223921166
5,0.0011897989417946064
6,0.0002101131095670894
7,0.0002101131095670894
8,0.0002101131095670894
9,0.0002101131095670894
10,0.0002101131095670894
11,0.00013509290882041114
12,0.00012237843769469237
13,0.00010799226755153768
14,0.00010799226755153768
15,8.886669290575355e-05
16,8.713813735994336e-05
17,8.519131684181502e-05
18,8.519131684181502e-05
19,8.375780112146458e-05
20,7.134712411271948e-05
21,7.134712411271948e-05
22,7.134712411271948e-05
23,7.134712411271948e-05
24,7.134712411271948e-05
25,7.134712411271948e-05
26,7.134712411271948e-05
27,7.134712411271948e-05
28,7.134712411271948e-05
29,7.134712411271948e-05
30,7.134712411271948e-05
31,7.134712411271948e-05
32,7.134712411271948e-05
33,7.134712411271948e-05
34,7.134712411271948e-05
35,7.134712411271948e-05
36,7.134712411271948e-05
37,7.134712411271948e-05
38,7.134712411271948e-05
39,7.134712411271948e-05
40,7.134712411271948e-05
41,7.134712411271948e-05
42,7.134712411271948e-05
43,7.134712411271948e-05
44,7.134712411271948e-05
