,Opportunity_cost
0,7.345480817759366
1,7.074284177475043
2,7.0742841774892185
3,7.0742841774892185
4,0.24492309095327158
5,0.12309848243710775
6,0.06926876399019477
7,0.0023020360891479186
8,0.0002517988966701523
9,0.00012982829542096397
10,0.00012982829542096397
11,0.00010591285541039497
12,0.00010591285541039497
13,6.530138875859848e-05
14,5.951637914591856e-05
15,5.951637914591856e-05
16,5.951637914591856e-05
17,5.951637914591856e-05
18,4.3216786451694134e-05
19,4.3216786451694134e-05
20,4.3216786451694134e-05
21,3.6532034187075624e-05
22,3.527234325417794e-05
23,3.527234325417794e-05
24,3.527234325417794e-05
25,3.527234325417794e-05
26,3.527234325417794e-05
27,3.527234325417794e-05
28,3.527234325417794e-05
29,3.527234325417794e-05
30,3.527234325417794e-05
31,3.527234325417794e-05
32,3.527234325417794e-05
33,3.527234325417794e-05
34,3.527234325417794e-05
35,3.527234325417794e-05
36,3.527234325417794e-05
37,3.527234325417794e-05
38,3.527234325417794e-05
39,3.527234325417794e-05
40,3.527234325417794e-05
41,3.527234325417794e-05
42,3.527234325417794e-05
43,3.527234325417794e-05
44,3.527234325417794e-05
