,Opportunity_cost
0,7.345490360318408
1,7.345490360318408
2,7.345490360318408
3,4.343430789181639
4,0.6518899421179754
5,0.0277380293198064
6,0.0004979353765790506
7,0.0004979353765790506
8,0.0004979353765790506
9,0.00014384905053788088
10,0.00010947021925744593
11,8.349158839848769e-05
12,6.695488685437567e-05
13,6.695488685437567e-05
14,6.695488685437567e-05
15,6.695488685437567e-05
16,6.695488685437567e-05
17,6.695488685437567e-05
18,6.695488685437567e-05
19,6.695488685437567e-05
20,6.695488685437567e-05
21,6.695488685437567e-05
22,6.695488685437567e-05
23,6.695488685437567e-05
24,6.695488685437567e-05
25,6.695488685437567e-05
26,6.695488685437567e-05
27,6.695488685437567e-05
28,6.695488685437567e-05
29,6.695488685437567e-05
30,6.695488685437567e-05
31,6.695488685437567e-05
32,6.695488685437567e-05
33,6.695488685437567e-05
34,6.695488685437567e-05
35,6.695488685437567e-05
36,6.695488685437567e-05
37,6.695488685437567e-05
38,6.695488685437567e-05
39,6.695488685437567e-05
40,6.695488685437567e-05
41,6.695488685437567e-05
42,6.695488685437567e-05
43,6.695488685437567e-05
44,6.695488685437567e-05
