,Opportunity_cost
0,0.2704609664134523
1,0.2704609664134523
2,0.2704609664134523
3,0.2704609664134523
4,0.23198583481527635
5,0.013760536859592776
6,0.0013013395353169699
7,0.0010928700773931155
8,0.0010928700773931155
9,0.0010928700773931155
10,0.0010928700773931155
11,0.0010928700773931155
12,0.0010928700773931155
13,0.0010928700773931155
14,0.0010928700773931155
15,0.0010928700773931155
16,0.0010928700773931155
17,0.0010928700773931155
18,0.0010928700773931155
19,0.0010928700773931155
20,0.0010928700773931155
21,0.0010147644554052704
22,0.0010147644554052704
23,0.0010147644554052704
24,0.0010147644554052704
25,0.0010147644554052704
26,0.0010147644554052704
27,0.0010147644554052704
28,0.0010147644554052704
29,0.0010147644554052704
30,0.0010147644554052704
31,0.0010147644554052704
32,0.0010147644554052704
33,0.0010147644554052704
34,0.0010147644554052704
35,0.0010147644554052704
36,0.0010147644554052704
37,0.0010147644554052704
38,0.0010147644554052704
39,0.0010147644554052704
40,0.0010147644554052704
41,0.0010147644554052704
42,0.0010147644554052704
43,0.0010147644554052704
44,0.0010147644554052704
