,Opportunity_cost
0,38.13515072494958
1,37.02091010251758
2,37.02091010251758
3,38.44471989781147
4,38.121686950221786
5,38.186337814119206
6,38.27495125872962
7,38.13393981090954
8,37.04562806642752
9,40.776604353848356
10,40.776604353848356
11,40.776604353848356
12,41.453827627762685
13,41.424421836617114
14,41.44282679016318
15,41.430395921103965
16,41.4483673426818
17,41.445396337587695
18,41.44241051704907
19,40.776604353848356
20,41.45246097526202
21,40.776604353848356
22,40.776604353848356
23,41.45426056234806
24,40.776604353848356
25,41.38955933855733
26,41.45565504596745
27,41.38955933855733
28,41.38955933855733
29,41.38955933855733
30,41.38955933855733
31,41.38955933855733
32,41.38955933855733
33,41.38955933855733
34,41.38955933855733
35,41.45651328804941
36,41.38955933855733
37,41.38955933855733
38,41.38955933855733
39,41.38955933855733
40,41.38955933855733
41,41.45652519981542
42,41.45652425345774
43,41.45652497511956
44,41.38955933855733
