,Opportunity_cost
0,34.28159131343648
1,36.83904383744376
2,40.684589543205
3,41.240742303347446
4,41.212698341052324
5,41.31201685786197
6,41.351822873648715
7,41.35998093050397
8,41.42022672131494
9,41.416301771522676
10,41.453561387410154
11,41.45343910521728
12,41.45154604126761
13,41.451080335312284
14,41.45277029890233
15,41.45307532119111
16,41.45309671176275
17,41.45639227657453
18,41.44429412237833
19,41.45340603521779
20,41.45461494391583
21,41.454590060208936
22,41.454799852089586
23,41.454485963514365
24,41.454956418538046
25,41.456412233164244
26,41.45639649252017
27,41.45641121777752
28,41.40123420490234
29,41.456363566291266
30,41.394137747306836
31,41.456497189333284
32,41.45647122185351
33,41.40123458932291
34,41.4564973379499
35,41.40123438991316
36,41.45650617753845
37,41.456498836310445
38,41.45650141324701
39,41.45649894538864
40,41.456498186440534
41,35.33328829831821
42,41.4565034263183
43,41.456508852896306
44,41.45649954746262
