,Opportunity_cost
0,41.005350343593484
1,39.05130583181458
2,40.947588695573906
3,40.84495552851379
4,40.851678719444756
5,40.94940907111937
6,35.53103015362344
7,35.62011571376331
8,41.45423178544685
9,41.45645864624945
10,41.45635357848231
11,32.806524686485986
12,32.83939558866933
13,32.78186274173846
14,41.45644400331188
15,32.899820577016136
16,41.456398592783096
17,41.456400421214795
18,41.45638941475713
19,33.2379237248041
20,33.179079082125185
21,41.45649249531225
22,33.284993286461386
23,33.57870964426353
24,33.19355121185492
25,33.22779404467608
26,33.118859152526824
27,41.4564446777136
28,41.45643748991549
29,34.81021646439299
30,34.91478671047075
31,41.45646027242365
32,41.45646356198663
33,41.456458155932985
34,41.45645571040073
35,41.45645602442041
36,41.456456055273314
37,41.456464839936494
38,41.45650241126647
39,41.433399333284235
40,37.10696936786569
41,41.45650222727527
42,41.45650630063228
43,41.456505593361854
44,37.08355745714391
