,Opportunity_cost
0,35.29148010021884
1,39.46213658140541
2,40.41084165798514
3,40.56184484665422
4,41.29510956498622
5,39.80119950226544
6,39.80119950226544
7,39.80119950226544
8,39.80119950226544
9,41.45412496026703
10,41.455219788665296
11,41.45452031270956
12,41.45383805131619
13,39.80119950226544
14,41.45124641323027
15,41.41487447602727
16,41.41487447602727
17,41.44743691066156
18,41.41487447602727
19,41.41487447602727
20,41.41487447602727
21,41.41487447602727
22,41.41487447602727
23,41.41487447602727
24,41.41487447602727
25,41.41487447602727
26,41.41487447602727
27,41.41487447602727
28,41.41487447602727
29,41.41487447602727
30,41.41487447602727
31,41.41487447602727
32,41.456522731380254
33,41.41487447602727
34,41.41487447602727
35,41.41487447602727
36,41.41487447602727
37,41.41487447602727
38,41.41487447602727
39,41.41487447602727
40,41.41487447602727
41,41.41487447602727
42,41.41487447602727
43,41.41487447602727
44,41.41487447602727
