,Opportunity_cost
0,40.10962595437387
1,35.39333282639451
2,34.96289873542375
3,40.960972059831576
4,35.504525187472765
5,40.93025771146103
6,40.92440361822081
7,36.06927206126446
8,41.05092570302
9,41.10990893170143
10,41.17085785458261
11,41.181212251112335
12,41.17235382078741
13,35.51047838997485
14,41.230286935451005
15,41.05906003668386
16,41.05906003668386
17,41.44591898664168
18,41.05906003668386
19,41.43453187016227
20,41.43453187016227
21,41.43453187016227
22,41.43453187016227
23,41.43453187016227
24,41.43453187016227
25,41.43453187016227
26,41.43453187016227
27,41.43453187016227
28,41.43453187016227
29,41.43453187016227
30,41.43453187016227
31,41.43453187016227
32,41.440899194486214
33,41.440899194486214
34,41.440899194486214
35,41.440899194486214
36,41.440899194486214
37,41.440899194486214
38,41.440899194486214
39,41.440899194486214
40,41.440899194486214
41,41.440899194486214
42,41.440899194486214
43,41.440899194486214
44,41.440899194486214
