,Opportunity_cost
0,35.723172578198614
1,36.91817482092718
2,36.758527548697195
3,36.95955960860377
4,36.95429573458203
5,36.201129933743644
6,37.095600169736976
7,37.12666310446038
8,37.12178238722839
9,37.11954618373193
10,37.12787840606841
11,37.13333226724171
12,40.6298948277311
13,40.200589818539825
14,40.48949130867683
15,40.74499073503826
16,41.30790074327762
17,41.33913592216806
18,41.381575192631225
19,41.40693189953554
20,41.41961300050879
21,41.444401916158064
22,41.45581096970726
23,41.45634061003098
24,41.45624078103292
25,41.456434003671546
26,41.456417692082816
27,41.45632596142218
28,41.45632700331898
29,41.45638866622637
30,41.45637775608158
31,41.456354931763556
32,41.45648781942895
33,41.45652482222389
34,41.45651615365246
35,41.45648689230524
36,41.45646003610412
37,41.456473020434316
38,41.45648671270845
39,41.45650242619056
40,41.456470708032874
41,41.45652175965215
42,41.45652184998886
43,41.45652419804918
44,41.45652310487945
