,Opportunity_cost
0,37.39154185810295
1,40.33890047764774
2,41.131702965658256
3,40.90999044843128
4,41.32956547438109
5,41.31522718676266
6,41.18363054038421
7,41.19858910836455
8,41.22535622937369
9,41.200470777294655
10,41.203579103569304
11,41.451663147134965
12,41.4534198921818
13,41.45362582139509
14,41.12753082235225
15,41.326456585319846
16,41.4174752932787
17,38.235909867721915
18,41.45106528893037
19,41.45629365413514
20,41.456432843255214
21,41.45519958112095
22,41.45531726304018
23,14.211788497089787
24,13.890212907945019
25,13.643056913943912
26,41.4565192402519
27,41.456511595737
28,41.418243152533655
29,41.45651338660733
30,41.45651713869042
31,41.45650978683205
32,41.45651616213853
33,41.45652005577351
34,41.45651918212158
35,41.4182434029371
36,41.456518262594194
37,41.45652017513697
38,41.45652074660155
39,41.45650609808283
40,41.456501727728615
41,41.45650577794747
42,41.4564941347304
43,41.456484401604364
44,41.45649018956718
