,Opportunity_cost,Y,C_bool
0,0.0,6887.60158498684,0
1,0.0,5205.5555555555475,0
2,0.0,11670.916957449592,0
3,0.0,-7727.777777777776,0
4,0.0,12419.737207111615,1
5,0.0,-2979.622970372513,0
6,0.0,2931.5593352523065,1
7,0.0,-3516.6666666666642,0
8,0.0,2549.4995591725456,0
9,0.0,-2249.9999999999945,0
10,0.0,-4138.88888888889,0
11,0.0,10794.373257859193,0
12,0.0,-3394.4444444444443,0
13,0.0,-3622.253211922224,0
14,0.0,-2905.5555555555557,0
15,0.0,66.62438685596135,0
16,0.0,-3138.7487026244253,0
17,0.0,8199.90798707856,0
18,12422.220715384827,6102.364296016069,1
19,12422.253806315803,13443.281874496044,1
20,13442.429767780903,12508.525446512464,1
21,13442.409924503041,12943.195014428511,1
22,13442.374546271914,12758.228919874597,0
23,13442.387625432813,13588.540025578714,1
24,13590.972176881083,13634.765975022423,1
25,13631.207402937729,13981.831796424387,1
26,13983.04274731657,13657.078969973303,1
27,13983.053744415007,13386.21685504869,1
28,13983.041156683868,14358.803246595186,1
29,14357.599594032621,14346.1996583992,1
30,14357.58832206302,14000.189796722472,1
31,14357.612124364638,12176.972860940301,1
32,14357.599639707094,13752.84462823446,0
33,14357.585904643405,13372.306488531409,1
34,14357.619777039647,13929.51728204105,1
35,14357.58029776475,13476.508224014948,1
36,14357.566046430915,13914.093506475498,1
37,14357.58474671462,13747.720657301401,1
38,14357.59590287531,12985.93781003148,1
39,14357.576258685487,13326.928769790848,0
40,14357.59388038307,14559.284097405513,1
41,14560.805815908097,13935.043888733002,1
42,14560.8092368536,13077.888918407096,1
43,14560.805963732928,14018.26550615328,1
44,14560.807346919346,13539.455342206737,0
45,14560.810960813767,13583.851435679191,1
46,14560.802053504509,13913.03119361602,1
47,14560.814432660514,13979.46982464467,1
48,14560.784673634978,14440.770316590411,1
49,14560.818418963885,14053.416085359335,1
50,14560.777296951848,13778.30300827875,1
51,14560.784124127651,12893.124582425306,0
52,14560.76277904903,13538.726904444842,1
53,14560.802952386246,14302.850636444764,1
54,14560.788529789332,14260.52302226296,1
55,14560.80756335693,14618.253168859981,1
56,14616.529088951074,14363.438913873086,1
57,14616.53439390285,13538.612544804273,1
58,14616.53906509419,13901.95237376845,1
59,14616.526468950027,14519.76874040492,1
60,14616.527508924284,14675.904780038223,1
61,14678.901032505268,12803.240519071258,1
62,14678.853373620837,13939.039421684642,1
63,14678.870661825102,14338.807785211573,1
64,14678.894281317178,14122.047815336538,1
65,14678.884039488345,13954.640368440443,1
66,14678.899409315625,14208.719666688134,1
67,14678.87676090658,13729.410427406607,0
