,Opportunity_cost,Y,C_bool
0,0.0,-2648.906314344582,0
1,0.0,3695.768373653358,0
2,0.0,8493.779833609904,0
3,0.0,1312.3854310291426,0
4,0.0,8399.871870773131,0
5,0.0,10161.111111111106,0
6,0.0,-2561.111111111112,0
7,0.0,7448.4052318600625,0
8,0.0,-4333.435506434746,0
9,0.0,12954.118628275166,1
10,0.0,-4866.57295451966,0
11,0.0,6217.577280181735,0
12,0.0,-4511.077249219825,0
13,0.0,-4221.5895970385345,0
14,0.0,-4155.300818125945,0
15,0.0,7733.579413074178,1
16,0.0,-112.05165787062651,0
17,0.0,4459.465849980472,0
18,12955.526612550275,12893.536545916222,1
19,12955.549389967402,11598.546155148459,1
20,12955.604682963774,12596.393811021157,1
21,12955.59967113188,12506.048173869665,1
22,12955.58062798945,12316.316225482213,1
23,12955.554350187049,13530.227764535775,1
24,13528.829301083446,12937.690814040348,1
25,13528.793020897105,13942.770073726451,1
26,13943.196466973266,12610.14490427173,1
27,13943.18985653122,14213.47458787409,1
28,14212.77265263806,13364.111258756464,1
29,14212.788768341947,13544.899750345583,1
30,14212.7882796386,13403.286777713553,1
31,14212.787767861122,10936.132172514934,1
32,14212.781112306902,13974.894212918898,1
33,14212.796739430136,13502.411919519001,1
34,14212.791310931792,14137.236324259644,1
35,14212.749760769486,13897.818271032827,1
36,14212.757009956813,13722.880013593527,1
37,14212.793397908765,13335.951417301614,1
38,14212.79005531668,13952.613529017113,1
39,14212.775095863122,13148.279200228373,1
40,14212.775656740117,14184.463916053868,1
41,14212.764993037945,13560.734887929137,1
42,14212.781370908702,14138.80527623964,1
43,14212.75676690733,13951.015039889506,1
44,14212.7748990842,13668.786260680245,1
45,14212.760456013126,13647.456941489956,1
46,14212.767159804343,11328.046388310675,1
47,14212.771532642388,13514.653040078607,1
48,14212.762194145322,13668.518758166443,1
49,14212.783967042602,13610.350542251368,1
50,14212.765866298598,14788.356730830948,1
51,14788.192765276042,14521.979876140012,1
52,14788.244983380917,14016.9941400543,1
53,14788.198825455067,14258.72506121931,1
54,14788.165374186152,14529.584435759745,1
55,14788.19035616188,13547.374808296385,1
56,14788.238651254087,14343.355273556015,1
57,14788.21417645807,13863.83599124912,1
58,14788.20168260947,13997.731069513618,1
59,14788.22227073825,13559.599816077562,1
60,14788.202583032778,14153.02598962072,1
61,14788.248851803326,13343.240168956767,1
62,14788.199032748389,12754.743475531357,1
63,14788.18952355764,13858.332642393962,1
64,14788.207777803895,13547.617131935138,1
65,14788.231784684676,14237.41129655701,1
66,14788.195217774948,13282.64817871626,1
67,14788.204240640009,12959.988333651845,1
