,Opportunity_cost,Y,C_bool
0,0.0,1991.8703121849703,0
1,0.0,-5755.184664747676,0
2,0.0,7728.361524699969,0
3,0.0,-6111.164503936856,0
4,0.0,3264.6645832850845,0
5,0.0,-266.35352048645836,0
6,0.0,7894.219877700934,1
7,0.0,-1296.3188600633584,0
8,0.0,11717.728703503779,1
9,0.0,7665.094256410368,0
10,0.0,-2261.2949934564303,0
11,0.0,8516.002265024079,0
12,0.0,12066.244014618132,1
13,0.0,7222.345698139481,0
14,0.0,460.48936700209197,0
15,0.0,-3394.4444444444443,0
16,0.0,-383.3333333333285,0
17,0.0,-4972.2222222222235,0
18,12066.65689134747,12287.515673864078,1
19,12288.794971466205,11862.308146637017,1
20,12288.833367752746,11815.478798234135,1
21,12288.84897952752,12211.93757969076,1
22,12288.815130164307,12736.287005432934,1
23,12736.79167216476,12668.966997684927,1
24,12736.782773760957,12046.447532227707,1
25,12736.80253764774,12885.686639701242,1
26,12883.980343912935,12724.200286078836,1
27,12884.031203664219,13178.760291087885,1
28,13180.002538710265,9393.194127197114,1
29,13179.981314957944,13379.863449634862,1
30,13381.599348230731,13566.659228075812,1
31,13565.597017660722,13836.046443291212,1
32,13834.389330605834,13156.981490917999,1
33,13834.397384605247,13486.872252709853,1
34,13834.416027493546,13147.860925932348,1
35,13834.338693202031,13498.748237234398,1
36,13834.40159261322,13120.87397534313,1
37,13834.406955523831,13927.34857317352,1
38,13925.547708783657,12127.081760370678,1
39,13925.58612137469,13411.895166724937,1
40,13925.56925087404,13161.277397814916,1
41,13925.592717854179,13233.560213485354,1
42,13925.634933451527,12966.526021583559,1
43,13925.645361335575,13730.066015558272,1
44,13925.622893210959,13881.426178673597,1
45,13925.596398906218,14239.165147085781,1
46,14237.604844150901,13813.683312333282,1
47,14237.582307421726,13066.56907963885,1
48,14237.619654957152,14081.798817918976,1
49,14237.597534548611,13812.52726362247,1
50,14237.57207824837,14319.61996442489,1
51,14317.615086344182,13824.90990374565,1
52,14317.60223932764,13959.01660816654,1
53,14317.597768056432,13464.05530497318,1
54,14317.589368615734,13829.570131907285,1
55,14317.595153186563,13674.198101898575,1
56,14317.580883268023,14204.477188063598,1
57,14317.600840865502,13783.63061891944,1
58,14317.612717085254,13879.143646258786,1
59,14317.56298165709,13679.008196338402,1
60,14317.619377945883,14178.640099837292,1
61,14317.603201927874,14072.860417649401,1
62,14317.599230995678,13310.3869159139,1
63,14317.616942344752,14172.554267173473,1
64,14317.60241595445,13652.062062012043,1
65,14317.634231038788,13667.448918103499,1
66,14317.60199719542,13953.651785035305,1
67,14317.579890070478,13270.609294175832,1
