,X1,X2,Opportunity_cost,Y,C_bool
0,3.75,1.7500000000000002,0.0,35.42817789308312,0
1,3.250000000000001,3.250000000000001,0.0,23.015335952356782,1
2,4.75,2.25,0.0,15.164145174859534,0
3,2.25,2.75,0.0,41.12167963703282,1
4,2.75,1.25,0.0,28.807858660918008,0
5,4.25,4.75,0.0,4.588138665919117,1
6,0.7500000000000001,3.75,0.0,29.34734358985631,0
7,0.25,4.25,0.0,26.54626754509706,0
8,1.7500000000000002,0.7500000000000001,0.0,29.988483111233972,0
9,1.25,0.25,0.0,30.906472318173304,0
10,1.6791035286035747,2.6548046400095338,41.12167963703282,36.570514582371395,1
11,1.7499696742323076,0.7499872435418786,41.2196407683316,29.988625671194495,0
12,2.8212798061638966,2.2421659558687277,41.13881170228964,40.87169177359464,0
13,1.8522790257550923,2.5976727519751512,41.30057463951165,37.80894907796361,1
14,4.75,2.25,41.42400846397091,15.164146890769514,0
15,1.8883388600554052,2.89678446566556,41.427134801253196,39.19613450170326,1
16,0.2727255442294358,4.243825900163058,41.40661228976457,26.53838233501351,0
17,2.490783445969018,2.5505324951375914,41.42635358639432,41.4383188573636,1
18,3.3906802870231982,1.8676710525814424,41.4383188573636,37.99865043426645,0
19,1.2499999999999845,0.250000000000059,41.44581587005753,30.90647097452978,0
20,2.9582591501651145,2.5982469619797173,41.44752595408054,38.543129804309665,1
21,4.250011990406401,4.749923640502648,41.45392161031866,4.588882605773138,1
22,0.7500000190519751,3.7499999950419562,41.45378513721268,29.347344297913224,0
23,3.266159776262945,2.576620817827405,41.4540594989303,34.215405737034324,0
24,3.9942852523096826,2.1272633709232887,41.45388161039752,29.18751510264055,0
25,0.6427465106678854,2.7065888135135503,41.454403471593466,34.74651325994575,1
26,2.703356630509064,1.29152329723237,41.4383188573636,29.343667018295598,0
27,3.9942859742701224,2.1272654331404377,41.4383188573636,29.187466081321727,0
28,1.8812457364690116,3.307567173303334,41.4383188573636,39.10280374920262,1
29,3.250000000000001,3.250000000000001,41.4383188573636,23.015336906618654,1
30,3.805464628560139,2.9832327570390196,41.4383188573636,20.2843587495697,0
31,1.5668843315564047,3.430332903740894,41.4383188573636,36.451236772357895,1
32,2.5566633525934512,4.592462437093795,41.4383188573636,15.836045365478132,1
33,3.6334973094492717,3.4205115393969003,41.4383188573636,21.570485415413533,1
34,0.21706171682918612,2.9519062044076008,41.4383188573636,35.16158638765945,1
